swept_param,swept_value,replicate,field_size_nm,pair_jitter_nm,integration_level,n_total,me3_fraction,n_me3,n_ac,coloc_frac_me3,coloc_frac_ac,gcross_at_ref,gcross_peak,gcross_auc,sncr_me3_norm_at_ref,sncr_ac_norm_at_ref,ripley_Lab_at_ref,ripley_Lba_at_ref,ripley_Lab_max,ripley_Lba_max,delaunay_heterotypic_fraction,delaunay_assortativity,fr_observed_fraction,fr_null_fraction,fr_z,fr_p,mst_heterotypic_overall,mst_heterotypic_minus_chance,mesh_n_crossings,mesh_me3_crossing_fraction,mesh_ac_crossing_fraction,mesh_z,mesh_p
field_size_nm,7500.0,3,7500.0,60.0,0.5,300,0.5,150,150,0.5466666666666666,0.52,0.7565939569733565,6.160836506783045,508.04100588179057,0.5081495685522531,0.4985618408437201,117.10802032355423,129.5558773166277,139.3725268366253,152.13602518766533,0.5736961451247166,-0.14741588979673698,0.6588628762541806,0.5010200668896321,5.77697757946538,0.0,0.6588628762541806,0.15719063545150502,1139,0.9078341013824884,0.9236111111111112,,
field_size_nm,7500.0,4,7500.0,60.0,0.5,300,0.5,150,150,0.5,0.49333333333333335,0.8646788079695503,4.107224337855364,248.80837062076372,0.4489388717576638,0.5246242556007185,58.18754486984915,50.26585241060337,100.78252066962372,94.30125595145995,0.5407239819004525,-0.08149778608174843,0.5819397993311036,0.5002508361204013,3.0966023650698378,0.0,0.5819397993311036,0.08026755852842804,1077,0.9032258064516129,0.8932714617169374,,
field_size_nm,7500.0,5,7500.0,60.0,0.5,300,0.5,150,150,0.49333333333333335,0.4666666666666667,1.3255241067225523,10.493732511553539,584.2378585618986,0.5033557046979866,0.5890332714550908,101.14292960382113,86.6565178185075,119.23339922639082,109.22383927425113,0.5266742338251986,-0.053349824778396185,0.568561872909699,0.5009030100334448,2.3458491064099616,0.005,0.5671140939597316,0.06544185315705597,1139,0.8865740740740741,0.8847926267281107,,
field_size_nm,7500.0,6,7500.0,60.0,0.5,300,0.5,150,150,0.5,0.5266666666666666,0.6282431964153763,5.172535650486599,385.3183849734722,0.4328859060402685,0.5738255033557047,102.6184897173477,106.35000622284667,123.18018411415068,124.65030626209023,0.5507900677200903,-0.1017204827136334,0.6053511705685619,0.5031270903010033,3.38874467191721,0.0,0.6060606060606061,0.1043883652579305,1162,0.9218390804597701,0.8983833718244804,,
field_size_nm,7500.0,7,7500.0,60.0,0.5,300,0.5,150,150,0.4666666666666667,0.49333333333333335,1.4970901701813222,8.127060923841464,654.4525158988832,0.47324040612631224,0.5075156691996229,135.45146583451566,124.46805099943515,141.7989186352424,131.80573470844809,0.5498866213151927,-0.10028383552200913,0.6321070234113713,0.5002842809364548,4.172618830601688,0.0,0.6296296296296297,0.12795738882695407,1120,0.8953488372093024,0.8967889908256881,,
field_size_nm,7500.0,8,7500.0,60.0,0.5,300,0.5,150,150,0.48,0.46,1.4813313262846768,6.031134685587612,418.5354106481584,0.49837198484949174,0.5999593247915396,106.23745686817665,97.25240077295933,106.23745686817665,101.17901315954029,0.5202702702702703,-0.04079924094435466,0.5652173913043478,0.5004515050167224,2.1238269104945373,0.03,0.5656565656565656,0.06398432485389005,1116,0.9057471264367816,0.8489702517162472,,
field_size_nm,7500.0,9,7500.0,60.0,0.5,300,0.5,150,150,0.43333333333333335,0.4266666666666667,0.9423647946230646,4.642019173513614,282.65076462416613,0.6677167511299823,0.456652598076524,99.07449535125357,99.11198791302343,109.4214689605721,109.01936161855167,0.5395927601809954,-0.07929739241721316,0.5819397993311036,0.4982943143812709,2.738169236123958,0.01,0.5791245791245792,0.07745233832190357,1177,0.8706697459584296,0.9011494252873563,,
field_size_nm,10000.0,0,10000.0,60.0,0.5,300,0.5,150,150,0.4866666666666667,0.5,2.233753587254671,9.094568176679733,864.1020484432788,0.3840033211098042,0.31459731543624164,178.70277026988015,184.31334391370655,189.96588639446105,196.20431291230568,0.5520361990950227,-0.10407804957950068,0.6254180602006689,0.5018896321070234,4.338298705599229,0.0,0.6301369863013698,0.12846474549869424,1128,0.9009216589861752,0.9145496535796767,,
field_size_nm,10000.0,1,10000.0,60.0,0.5,300,0.5,150,150,0.4533333333333333,0.4533333333333333,1.330746817938953,10.836081231788617,764.1672894496855,0.3828339162491729,0.5592841163310962,150.35446988080446,146.88054938822654,175.5007103678323,175.01574462664513,0.5374149659863946,-0.07485203905860348,0.5585284280936454,0.5013879598662208,2.1815378643361734,0.045,0.5679442508710801,0.06627201006840455,1130,0.8822170900692841,0.8983833718244804,,
field_size_nm,10000.0,2,10000.0,60.0,0.5,300,0.5,150,150,0.44,0.4533333333333333,2.2124797435665315,9.700872721791715,850.6684029410966,0.5510420346167433,0.23561330858203627,188.1739828943077,187.95217878852645,191.91472468940077,191.19509087771337,0.5551763367463026,-0.11042309524302621,0.6220735785953178,0.49918060200668896,4.287270497780748,0.0,0.6262975778546713,0.12462533705199574,1148,0.9095127610208816,0.9280742459396751,,
field_size_nm,10000.0,3,10000.0,60.0,0.5,300,0.5,150,150,0.4533333333333333,0.46,0.8429258819828949,9.609355054605,700.871097374901,0.25486364794834765,0.22937728315351288,147.68576616097369,153.4357382249974,166.2384209371378,170.68044991597242,0.551528878822197,-0.10319924986114476,0.6287625418060201,0.4995986622073578,4.50032748530728,0.0,0.6301369863013698,0.12846474549869424,1137,0.9078341013824884,0.8940092165898618,,
field_size_nm,10000.0,4,10000.0,60.0,0.5,300,0.5,150,150,0.46,0.4666666666666667,1.374617592156721,8.705911416992565,673.8486048251357,0.37285607755406414,0.45302013422818793,156.54186384303426,159.98100974054427,194.74317467664144,194.55188814650842,0.5402951191827469,-0.08075872377712472,0.6321070234113713,0.5025752508361204,4.555255719672056,0.0,0.6328671328671329,0.13119489206445734,1140,0.9262672811059908,0.9053117782909931,,
field_size_nm,10000.0,5,10000.0,60.0,0.5,300,0.5,150,150,0.47333333333333333,0.48,0.6873087960783605,9.794150344116636,854.6460049950962,0.257530825659435,0.4214140783518028,168.9015719697843,151.87356361373014,189.1828101973597,174.37907502393512,0.5396825396825397,-0.07937062937062903,0.6053511705685619,0.5026588628762542,3.661600760990933,0.0,0.6075085324232082,0.10583629162053265,1155,0.8657407407407407,0.8960739030023095,,
field_size_nm,10000.0,6,10000.0,60.0,0.5,300,0.5,150,150,0.42,0.44,0.960754231077278,9.492251803043507,474.39786996977756,0.32524522457408367,0.3997236478484011,135.11872769647908,139.73740381610497,159.37669422616494,165.81547285480292,0.5645714285714286,-0.12926232848797703,0.6254180602006689,0.5018227424749163,4.384573319307274,0.0,0.6441281138790036,0.142455873076328,1200,0.9350348027842227,0.9186046511627907,,
field_size_nm,10000.0,7,10000.0,60.0,0.5,300,0.5,150,150,0.44666666666666666,0.4266666666666667,1.9855587442263745,13.623139161775402,867.5920579435834,0.508544938767038,0.4358956618003183,186.5695323108866,180.62953400169926,186.5695323108866,180.62953400169926,0.5463800904977375,-0.09276157936157552,0.5886287625418061,0.5024581939799332,2.8755655414072825,0.01,0.6006944444444444,0.09902220364176884,1128,0.8845265588914549,0.9122401847575058,,
field_size_nm,10000.0,8,10000.0,60.0,0.5,300,0.5,150,150,0.4066666666666667,0.4266666666666667,1.21446796976953,9.88923918240903,686.3006946791879,0.3635346756152125,0.2896019122919923,135.14748829005163,145.56992674566038,158.46087623704506,164.55048602063187,0.5238095238095238,-0.047963912620810005,0.6387959866220736,0.5057859531772575,4.438701978829325,0.0,0.6341463414634146,0.13247410066073906,1183,0.9099307159353349,0.9243119266055045,,
field_size_nm,10000.0,9,10000.0,60.0,0.5,300,0.5,150,150,0.46,0.46,0.86747712126395,8.790434828808026,551.3596473353416,0.35855474855199043,0.2818791946308725,137.81290063526427,145.01171872899,157.85041091102437,162.70028510512202,0.5775764439411099,-0.1553321839788193,0.5953177257525084,0.5034949832775919,3.102915182255415,0.005,0.6097560975609756,0.10808385675830001,1167,0.903448275862069,0.9013761467889908,,
field_size_nm,12500.0,0,12500.0,60.0,0.5,300,0.5,150,150,0.44,0.44,0.5076712698306072,24.114385316953843,1328.9736584446828,0.1803065210858459,0.3050640634533252,199.39734871212625,200.14200100198428,222.36771553463728,225.79974859763956,0.5497737556561086,-0.09955313954024045,0.6020066889632107,0.5020735785953178,3.561498015593003,0.0,0.6332046332046332,0.13153239240195758,1139,0.9053117782909931,0.871264367816092,,
field_size_nm,12500.0,1,12500.0,60.0,0.5,300,0.5,150,150,0.42,0.4066666666666667,1.7145038498665244,18.614613227122263,1237.0347760867514,0.15100671140939595,0.17617449664429527,232.3719159932803,212.51263146350954,249.65169920506253,232.1687599190999,0.5385487528344671,-0.07783044655548348,0.6321070234113713,0.5041638795986623,4.326234117849971,0.0,0.6363636363636364,0.13469139556096077,1210,0.8940092165898618,0.9223744292237442,,
field_size_nm,12500.0,2,12500.0,60.0,0.5,300,0.5,150,150,0.44,0.44666666666666666,1.7931508154567322,14.60137092586196,1216.5429778702874,0.10738255033557047,0.2312715399963722,227.64675306819902,218.05436058677037,259.2822136879623,253.51694839545218,0.571753986332574,-0.14353170711457733,0.6956521739130435,0.502123745819398,7.042879367224181,0.0,0.7126436781609196,0.21097143735824397,1145,0.9260969976905312,0.9011494252873563,,
field_size_nm,12500.0,3,12500.0,60.0,0.5,300,0.5,150,150,0.44,0.4533333333333333,1.6153176767337503,17.53773477596643,1497.190672162424,0.26550630577476214,0.26550630577476214,249.364262183201,264.4672310489218,259.3483117671666,273.241022512646,0.5425652667423383,-0.085143116296808,0.6488294314381271,0.4976923076923077,5.319610872691839,0.0,0.6705426356589147,0.16887039485623911,1151,0.9147465437788018,0.9260969976905312,,
field_size_nm,12500.0,4,12500.0,60.0,0.5,300,0.5,150,150,0.44666666666666666,0.4533333333333333,0.728397908887393,15.684834971375196,1042.5309363359775,0.25167785234899326,0.27684563758389263,230.27006758108615,238.84699653763533,261.2269520522905,269.01733465000007,0.5590909090909091,-0.11864984833530567,0.6521739130434783,0.5018227424749163,5.199394497510155,0.0,0.6640316205533597,0.16235937975068415,1175,0.9057471264367816,0.9191685912240185,,
field_size_nm,12500.0,5,12500.0,60.0,0.5,300,0.5,150,150,0.42,0.4266666666666667,1.4958171343223248,9.473508517374723,991.3229180650427,0.24522457408363446,0.34406592473026926,230.53800069402297,231.46394612755557,238.6691711975826,237.8195070682973,0.5340909090909091,-0.06831977269792043,0.5819397993311036,0.49846153846153846,2.8053051529436934,0.005,0.596958174904943,0.09528593410226738,1155,0.8819444444444444,0.8935185185185185,,
field_size_nm,12500.0,6,12500.0,60.0,0.5,300,0.5,150,150,0.44,0.4533333333333333,1.656385075294778,22.47951173614341,1570.6735034234794,0.43299415457891316,0.3282754595856434,261.19890838368104,260.6113097293041,271.15303076008774,270.1579862897969,0.5412429378531074,-0.08248587570621468,0.6120401337792643,0.5061371237458194,3.2404105052656194,0.0,0.6273764258555133,0.12570418505283776,1149,0.9126436781609195,0.9122401847575058,,
field_size_nm,12500.0,7,12500.0,60.0,0.5,300,0.5,150,150,0.4266666666666667,0.4266666666666667,2.305479619872941,14.60137092586196,1202.8167815286395,0.3307766059443912,0.22686454296247283,211.45060335369254,204.42916443422467,232.11740245455923,224.96166368863646,0.5429864253393665,-0.08602288142100259,0.6822742474916388,0.5010200668896321,5.854372243096248,0.0,0.7,0.19832775919732437,1101,0.9101382488479263,0.9280742459396751,,
field_size_nm,12500.0,8,12500.0,60.0,0.5,300,0.5,150,150,0.4666666666666667,0.46,1.456795817774786,13.839560268860465,1396.7853984082656,0.3043546121429686,0.32358581016299137,247.95460450769673,225.8570790516738,271.0310290381928,253.14546452283992,0.5284090909090909,-0.05688505600173569,0.6220735785953178,0.49807692307692314,4.4035981683070755,0.0,0.6404494382022472,0.13877719739957162,1102,0.8888888888888888,0.9027777777777778,,
field_size_nm,12500.0,9,12500.0,60.0,0.5,300,0.5,150,150,0.42,0.41333333333333333,1.0061953095741765,19.117710881909353,1236.2946950824626,0.45172947857511614,0.22818791946308722,232.69773292741928,232.0900743589396,245.1579862897969,241.57343535952685,0.5430839002267573,-0.08633677165040504,0.6354515050167224,0.5035953177257525,4.901474297180912,0.0,0.6720647773279352,0.17039253652525965,1139,0.9027777777777778,0.9279069767441861,,
field_size_nm,15000.0,0,15000.0,60.0,0.5,300,0.5,150,150,0.44,0.4666666666666667,1.570607991038441,17.904931097838226,2096.6195247812793,0.31319910514541394,0.2745576571079927,329.4113030347844,322.93723052969267,343.24122420700326,339.6297431055235,0.5266138165345413,-0.05324924679961988,0.6254180602006689,0.5026421404682274,3.954017619259353,0.0,0.6869565217391305,0.18528428093645488,1156,0.9164733178654292,0.9016018306636155,,
field_size_nm,15000.0,1,15000.0,60.0,0.5,300,0.5,150,150,0.42,0.42,0.9806723065996119,24.843698433856833,1838.0493550963201,0.13604208235080723,0.18791946308724836,285.96199785196484,287.39111572062234,317.5385239187698,319.1691411975082,0.5361990950226244,-0.07239819004524883,0.6321070234113713,0.502190635451505,4.549722497267814,0.0,0.6912442396313364,0.18957199882866083,1092,0.9006928406466512,0.9099307159353349,,
field_size_nm,15000.0,2,15000.0,60.0,0.5,300,0.5,150,150,0.4266666666666667,0.44,0.6433210331293454,14.260282901033822,1571.2614546453956,0.30583637753801723,0.2548636479483477,299.32483295608756,317.7946654914133,320.76868476185246,338.2783799733961,0.5476190476190477,-0.0952395031384856,0.6454849498327759,0.5016220735785953,4.772350700604133,0.0,0.6972477064220184,0.1955754656193428,1137,0.9303944315545244,0.8876146788990825,,
field_size_nm,15000.0,3,15000.0,60.0,0.5,300,0.5,150,150,0.43333333333333335,0.41333333333333333,2.3851945084244797,17.264265013358138,1522.9930520717076,0.2042602859644004,0.23344032681645757,278.38956818137615,282.925184145715,290.7073648128416,294.4903300336098,0.5414301929625426,-0.08286038592508516,0.6220735785953178,0.5044147157190635,4.026444882464393,0.0,0.6810344827586207,0.17936224195594508,1167,0.8894009216589862,0.8909512761020881,,
field_size_nm,15000.0,4,15000.0,60.0,0.5,300,0.5,150,150,0.4266666666666667,0.42,0.3622303114467035,20.647127752462097,1429.7834204327041,0.23687327279905254,0.2960915909988157,290.8335940871398,290.8335940871398,324.4858626717247,328.7733736089539,0.5437997724687145,-0.08763473704919428,0.6020066889632107,0.5024247491638796,3.515787171999412,0.0,0.6271929824561403,0.12552074165346472,1134,0.9050925925925926,0.9002320185614849,,
field_size_nm,15000.0,5,15000.0,60.0,0.5,300,0.5,150,150,0.38666666666666666,0.4066666666666667,1.945527317931488,18.482509520349133,1692.9749484152076,0.16980674375353766,0.33557046979865773,315.3259182006168,321.02849486200853,319.5091889848454,325.25682609362525,0.5559322033898305,-0.11189989785495405,0.6555183946488294,0.4987458193979933,5.2503778297280395,0.0,0.6681034482758621,0.16643120747318652,1126,0.9191685912240185,0.897025171624714,,
field_size_nm,15000.0,6,15000.0,60.0,0.5,300,0.5,150,150,0.44,0.44666666666666666,1.362968290528274,38.84459628005581,2142.084705957788,0.17014840722185465,0.27964205816554816,285.992686505994,285.2372348458314,304.8937146448411,304.626504404032,0.5375,-0.07511245365282265,0.6053511705685619,0.5003678929765887,3.5104371388640914,0.0,0.6457399103139013,0.14406766951122574,1109,0.8850574712643678,0.8983833718244804,,
field_size_nm,15000.0,7,15000.0,60.0,0.5,300,0.5,150,150,0.4533333333333333,0.42,1.9774212083893812,18.78550147969912,1951.7812611635563,0.28763183125599234,0.2636625119846597,323.3639994756687,303.31785972142575,338.6025119029199,321.5198310111356,0.5429864253393665,-0.0861118363460444,0.6254180602006689,0.5052006688963211,4.00341326120142,0.0,0.6331877729257642,0.13151553212308864,1125,0.8919540229885058,0.9220183486238532,,
field_size_nm,15000.0,8,15000.0,60.0,0.5,300,0.5,150,150,0.43333333333333335,0.43333333333333335,0.9887106041946906,31.309169132831865,2153.9690830635186,0.21832295625454842,0.21832295625454842,319.9409002283751,319.9409002283751,341.7780547607099,341.7780547607099,0.55125284738041,-0.10259723411431973,0.6053511705685619,0.5023076923076923,3.5038407917068217,0.005,0.65,0.14832775919732444,1145,0.9186046511627907,0.8958333333333334,,
field_size_nm,15000.0,9,15000.0,60.0,0.5,300,0.5,150,150,0.47333333333333333,0.48,0.6591404027964605,20.87277942188791,1993.9419728344042,0.16107382550335572,0.32214765100671144,291.7780547607099,294.01220054740827,326.4362247069707,328.40091850493127,0.5412429378531074,-0.08373118588821805,0.6053511705685619,0.5003846153846154,3.3624609568834836,0.0,0.6652173913043479,0.1635451505016723,1224,0.9288990825688074,0.908256880733945,,
pair_jitter_nm,20.0,0,10000.0,20.0,0.5,300,0.5,150,150,0.54,0.5533333333333333,1.475506956718682,65.41414174786156,2259.7151458444955,0.30692421018169913,0.22937728315351288,149.55181823649696,151.49145829052577,246.22114066391163,250.73500793527995,0.5625,-0.12511768405527957,0.6086956521739131,0.5032107023411372,3.4176933988547415,0.0,0.6145833333333334,0.11291109253065779,1213,0.9259259259259259,0.9013761467889908,,
pair_jitter_nm,20.0,1,10000.0,20.0,0.5,300,0.5,150,150,0.5333333333333333,0.5466666666666666,0.5255890793540403,59.9171550463606,2164.6585768597465,0.37089367714588484,0.47067026932798744,147.63641018608166,142.6194985830707,250.73500793527995,244.52996331358054,0.5396825396825397,-0.07950384662854325,0.6321070234113713,0.5054013377926422,4.399807902869609,0.0,0.6398601398601399,0.13818789905746431,1165,0.8942528735632184,0.9126436781609195,,
pair_jitter_nm,20.0,2,10000.0,20.0,0.5,300,0.5,150,150,0.5533333333333333,0.5533333333333333,0.5154815970587704,42.44131815783875,1837.0794012891772,0.34847702632937533,0.32266391326794014,148.9422804014327,154.82381061293734,250.73500793527995,255.53725724359663,0.5520361990950227,-0.10453034826380174,0.6354515050167224,0.5015384615384616,4.702756148826215,0.0,0.6366782006920415,0.13500595988936592,1177,0.9237875288683602,0.9124423963133641,,
pair_jitter_nm,20.0,3,10000.0,20.0,0.5,300,0.5,150,150,0.5333333333333333,0.5266666666666666,0.3309264573710624,59.73222555547677,2004.725678882876,0.14804579549940783,0.3553099091985788,115.52914680441899,141.80499075901537,244.64596620842178,267.6235251862361,0.5372460496613995,-0.07462899543378992,0.6120401337792643,0.5058695652173912,3.71918598644386,0.0,0.6198630136986302,0.11819077289595459,1142,0.8878718535469108,0.8876146788990825,,
pair_jitter_nm,20.0,4,10000.0,20.0,0.5,300,0.5,150,150,0.5333333333333333,0.54,1.299638450766354,52.472902449691546,2203.316772217862,0.478437105455512,0.45302013422818793,191.41163709284677,206.1202442824782,262.3720478878209,275.35260748871485,0.5244040862656073,-0.04897170248956257,0.6020066889632107,0.5011371237458194,3.3697814026524986,0.0,0.607773851590106,0.10610161078743041,1176,0.8963133640552995,0.9006928406466512,,
pair_jitter_nm,20.0,5,10000.0,20.0,0.5,300,0.5,150,150,0.5466666666666666,0.5333333333333333,1.609912495318682,67.2943423043209,2147.2000213307397,0.2818791946308725,0.36607687614399026,128.6592552867553,162.56195861409617,237.25042113300293,260.7599609196415,0.5317460317460317,-0.06360280930727666,0.5919732441471572,0.4987458193979933,3.3080514410384265,0.005,0.6091549295774648,0.10748268877478917,1173,0.897025171624714,0.9032258064516129,,
pair_jitter_nm,20.0,6,10000.0,20.0,0.5,300,0.5,150,150,0.5333333333333333,0.5333333333333333,1.6411250845136363,51.96896100959847,1847.0267216251411,0.47459252157238735,0.5398307557630582,139.32780054601233,134.5797229149203,237.15669445487976,235.57614407390554,0.5284090909090909,-0.05688505600173569,0.5986622073578596,0.5029598662207357,3.6289129607066393,0.0,0.5993031358885017,0.09763089508582612,1144,0.9030023094688222,0.9046511627906977,,
pair_jitter_nm,20.0,7,10000.0,20.0,0.5,300,0.5,150,150,0.5733333333333334,0.5466666666666666,0.6807629980204714,48.50436360895857,2193.4721274737035,0.33557046979865773,0.3511783986265023,169.31887398789348,162.98737062754918,284.64561671719224,278.4742812058768,0.5351473922902494,-0.07038284524207443,0.6287625418060201,0.5027090301003344,4.180550601133633,0.0,0.6280701754385964,0.12639793463592086,1146,0.8976744186046511,0.9053117782909931,,
pair_jitter_nm,20.0,8,10000.0,20.0,0.5,300,0.5,150,150,0.54,0.54,1.5317167455460603,71.13973329313924,2532.690564081756,0.36830905221803895,0.44197086266164676,157.09119657714103,157.09119657714103,254.90440619507388,254.90440619507388,0.5327313769751693,-0.06551161842641648,0.6421404682274248,0.5022240802675585,4.608120203648158,0.0,0.643598615916955,0.1419263751142794,1203,0.9356321839080459,0.9111617312072893,,
pair_jitter_nm,20.0,9,10000.0,20.0,0.5,300,0.5,150,150,0.58,0.58,0.7148011479214949,71.3014145051691,2594.5901941117013,0.3271812080536913,0.3523489932885906,162.02581549140223,170.52208700336,265.81180736464097,272.32407616229375,0.5361990950226244,-0.07239819004524883,0.6321070234113713,0.502123745819398,4.887890879659307,0.0,0.6341463414634146,0.13247410066073906,1183,0.908256880733945,0.8888888888888888,,
pair_jitter_nm,40.0,0,10000.0,40.0,0.5,300,0.5,150,150,0.5266666666666666,0.5333333333333333,1.0211444970307069,16.168121202986192,1096.3358074383418,0.22371364653243847,0.28237027336716325,154.60131880684128,151.39733299130927,214.6899146275432,207.10591064118705,0.5588235294117647,-0.11769854879578194,0.6521739130434783,0.5037959866220736,5.212418649377014,0.0,0.6539792387543253,0.1523069979516497,1147,0.9046511627906977,0.9107551487414187,,
