x [nm],y [nm],pair_id
9968.147286427462,3515.871178025997,154.0
1800.9175032407813,3888.227953695589,155.0
7630.203614425608,4307.7221590206445,156.0
5834.315272655958,1178.8812350306123,157.0
7216.42819629681,2835.796944497698,158.0
1950.439347938,8647.906504040386,159.0
5660.1537289058615,4774.589804860056,160.0
8908.62774250927,878.3577610592462,161.0
7042.412922047287,3257.974812024142,162.0
1677.983922855392,6655.989671007799,163.0
3587.3804057525253,3393.730954269503,164.0
9424.313280039933,1930.7068043514746,165.0
5085.168327727484,211.11930843530354,166.0
1649.617716282864,8794.586349121088,167.0
7839.079108046492,5557.073881467324,168.0
2252.654179389376,5620.498452288795,169.0
154.49718211215736,7102.486493598969,170.0
7065.802184555673,6412.53926709093,171.0
6130.4317263485755,657.1462091147804,172.0
2479.2168438887243,5708.381924028678,173.0
3906.937823078791,9987.402706295781,174.0
9250.577531544528,1602.2943955949593,175.0
5843.250747217545,7029.995532562417,176.0
1419.978967623388,2946.256304219829,177.0
7153.882226548771,9103.614398763782,178.0
3464.1099449314324,2362.9578475187286,179.0
8203.952603861835,5771.643875382551,180.0
4778.261766461318,2453.9098894053964,181.0
665.6650818440407,246.06407059768156,182.0
5798.467903008429,1889.2971716679629,183.0
9748.975116885118,1239.2859246107048,184.0
4582.9991627165755,3900.059488233863,185.0
2423.119737884731,7482.229553764838,186.0
6481.430636804761,7222.379023352701,187.0
771.8143996658665,3575.548916639397,188.0
5152.197538380329,4220.332350372521,189.0
460.0456766770046,1870.5504072262559,190.0
9365.0913629414,1658.400511314182,191.0
8402.930427146184,8176.268051244324,192.0
3890.9988040610483,4587.1167790464115,193.0
8172.974645214868,6846.815631408222,194.0
8386.984548258031,7519.223170223217,195.0
6944.483928368151,9220.897766529422,196.0
8151.1262623498515,1794.302223520457,197.0
7600.841831664413,903.4828244883331,198.0
4307.3655103862575,3955.509711304243,199.0
1973.8031143865892,9447.653388052535,200.0
986.9902802613918,45.90275877164381,201.0
3201.2878931503838,9802.583668707073,202.0
2656.3056576315394,8265.439889303485,203.0
1723.2251141017914,5904.042071038983,204.0
9633.293514136136,7208.2724038008255,205.0
9940.38361171718,5815.4736026412065,206.0
9788.582374987851,8321.372201787197,207.0
7922.171304494621,8845.099299617428,208.0
6312.267052064178,3668.337009031096,209.0
5385.743353039666,2261.726035073875,210.0
7789.957823709386,1602.6784580238248,211.0
5717.4785678345825,5337.073747984563,212.0
6718.688424607585,7585.4667580890755,213.0
1107.416499533633,6380.97170751356,214.0
4167.419276305869,6160.536787944823,215.0
6939.955012818437,5844.481401306232,216.0
7402.837444599737,5140.77688620355,217.0
4621.143319788754,2801.942020620287,218.0
2296.744482082469,6960.1640802522015,219.0
7012.343918611361,2026.6848270149528,220.0
9758.158026109131,6808.843360119381,221.0
5407.471428176631,8430.675036732984,222.0
4887.605144789069,4643.27179950116,223.0
2601.9585930590224,1561.0493206742526,224.0
7014.896076096165,8415.226520479917,225.0
6835.433218965915,3613.8887073804917,226.0
5834.797982071605,5662.612695864178,227.0
9351.957549328326,3868.20248232617,228.0
1697.622146915008,8683.44527651947,229.0
9069.7306852625,433.85077824688443,230.0
1936.3233138779983,6436.082627825956,231.0
7935.854696449083,6146.4485691444925,232.0
1978.650825697451,1198.999508349878,233.0
4983.143291854451,8126.733671987795,234.0
2182.5781725985653,750.2959945002158,235.0
5387.282988692089,1980.8358029138458,236.0
778.1057525609835,7820.4916923342,237.0
8151.194483190611,4009.513517766666,238.0
2813.1737166077487,2872.6099828885604,239.0
3493.32164369678,5793.706956957453,240.0
5347.955562442159,3630.971115582807,241.0
6394.848023264589,6672.1354165281955,242.0
5576.718932167686,3856.850042067643,243.0
6261.129368934159,5978.29259118205,244.0
3442.9610267451617,3159.307120102625,245.0
5497.151841500199,6100.0883395201545,246.0
6205.783162347698,3809.508405081869,247.0
5674.650882819815,9868.543027546008,248.0
4142.651308940903,8446.756343105362,249.0
830.6033102796049,8739.700233721376,250.0
9408.584336783311,2541.575948928062,251.0
125.96195525220718,4920.259663522105,252.0
1816.4864025421205,9684.984997763544,253.0
8940.520617486876,9727.674133793957,254.0
5957.381968074903,5202.300655066632,255.0
8333.86320211111,6638.74344229763,256.0
2564.2526889254937,9337.5613010209,257.0
4304.506381400743,7821.340673689305,258.0
5096.862189943528,1767.268311380168,259.0
3003.982479926441,5696.061695096608,260.0
1383.4494242609285,40.819780998623216,261.0
4394.886557149273,7638.239424158155,262.0
6171.242721271379,3328.6122542773655,263.0
7212.526871150541,4880.220096508901,264.0
10039.96995531427,7696.442213795483,265.0
8304.246504640649,2523.113368109006,266.0
1468.95484185165,1987.5301009803595,267.0
4386.362900553142,5244.984037042941,268.0
1880.981887548793,7809.847534867325,269.0
8680.056917999927,3191.6839949477817,270.0
5115.586560501439,5965.491294985344,271.0
7165.751146764389,1498.4050700307337,272.0
2862.2502168162305,7276.256508637238,273.0
5800.6130383416985,8985.36314347267,274.0
4440.552008019758,4083.911192642956,275.0
3049.616806258646,2231.6953577011263,276.0
6506.093940442605,2742.6021646808595,277.0
8742.907145476864,2672.46146889164,278.0
6787.9127884699865,5689.793186308505,279.0
6301.621176568222,9030.210029111204,280.0
1751.0088063914704,1507.4146837003104,281.0
1163.2975562119286,696.9513586882185,282.0
5338.469149410567,1676.7283191707347,283.0
8101.869614470443,273.0234666713404,284.0
3804.8448250764623,4587.855112080415,285.0
2219.4894267500226,3496.2153285780732,286.0
2294.75846976994,2838.4797230237955,287.0
9306.544196353138,4139.298118206017,288.0
3875.6084918891625,5999.7117695783245,289.0
6707.13336448733,6582.915124958398,290.0
692.2448545503214,5882.714803566445,291.0
7459.8424225788995,7903.1158904502545,292.0
5958.105112541091,1260.7452552788354,293.0
701.4120011718273,3209.063382601419,294.0
9295.156281779202,4734.188356097493,295.0
8960.954948446159,4614.5349042359885,296.0
7564.174405418644,4838.309458688932,297.0
7050.93973193464,3155.844715818993,298.0
8877.552282397557,2638.9053299597376,299.0
-4.408918034345724,7179.102198097389,300.0
6770.978203772902,6587.579633882955,301.0
6870.308286282145,5851.622515330712,302.0
1184.8565231994742,6740.9053434374155,303.0
106.79003052907709,1723.4342444212725,304.0
4181.45974647822,3826.033079308666,305.0
1220.5754635658002,4310.364676477158,306.0
6255.033526714589,3723.4221071856546,307.0
7158.348704807539,2227.645621329974,308.0
1497.3981902546589,7488.015937010428,309.0
6598.922044163349,4269.937404914407,310.0
1439.8979529681546,6601.533293099941,311.0
7426.9213554532835,1622.0991150527313,312.0
6843.932871789348,3481.3348650641437,313.0
9177.438414030448,7563.2872145397805,314.0
2704.207817302496,9411.680571796733,315.0
229.10594015117354,1842.2572970345732,316.0
2426.433856130904,7410.397846182364,317.0
5292.133836926537,4583.80729242827,318.0
2256.2831418668347,7551.399807381908,319.0
1143.0824559814723,2423.026522597359,320.0
8062.027579996376,4506.8666985437185,321.0
8744.04642412342,5933.172201676665,322.0
7793.016131999649,1881.71179881209,323.0
3172.9109619720425,3898.0482392479485,324.0
4931.272278258561,4785.955689525601,325.0
8296.373799163872,1728.2413137969513,326.0
8519.467206502775,8864.67231719743,327.0
861.6999082580343,3.3977659364881845,328.0
2925.1509592770894,4090.495057261862,329.0
9698.033263685056,679.8297205481098,330.0
7827.025610499725,4785.868816638242,331.0
1332.7818321525351,3677.701685602713,332.0
3854.0195379909715,2492.467066381378,333.0
2877.2246004960484,4176.454802510891,334.0
9674.795428722264,4617.922891284664,335.0
9515.426127624076,345.6694493626496,336.0
718.2318098142466,226.6762384286856,337.0
6585.829717894916,2133.1060234968654,338.0
5875.722260678656,7890.395401659369,339.0
3304.063959232337,2445.6462291457788,340.0
7315.949481318291,4654.678667061646,341.0
1489.7453678358017,947.3144755078079,342.0
7438.568997125642,8628.682068455437,343.0
8887.964437592333,5206.351081645138,344.0
1434.228833055331,2315.433239297491,345.0
4565.7295635281025,8554.035937120596,346.0
6517.922718167156,2754.380378380062,347.0
7615.2336953199265,4285.219065887064,348.0
9752.846335208946,4297.018568968682,349.0
8375.092536536398,155.23592335057626,350.0
7277.638629941995,3950.025866635542,351.0
5035.172205566794,2011.324865880199,352.0
9437.108881410319,1912.3189347219393,353.0
5583.10661365153,5946.04883372606,354.0
8663.670446791364,4617.470282605946,355.0
8398.389391580467,5334.852141057128,356.0
9615.283353279825,7192.320899736306,357.0
9027.681918503955,9434.534293499246,358.0
7936.621263656286,1201.917882578377,359.0
1256.4720263412755,6143.88522023236,360.0
2769.1151649522058,3843.7726734349453,361.0
1645.3668330200032,7558.113197042035,362.0
8468.542533048476,1309.0604479769256,363.0
5243.204459061534,3980.4740628646664,364.0
7920.523748102782,4572.800118165614,365.0
7450.24032266114,5659.342976062763,366.0
9927.495900385407,4144.28547270132,367.0
9842.637907768567,4310.365522347369,368.0
1762.1868751527436,7845.932953615613,369.0
2696.897707062905,5608.742567969098,370.0
6589.815574710345,1936.5247184814605,371.0
397.9154568760814,9936.592191448604,372.0
8113.193343450535,1123.219032143509,373.0
8372.855907395762,2533.3270094476266,374.0
2486.207284008411,7746.290031661853,375.0
7562.277329121241,8453.25504424136,376.0
1424.962920369383,7521.950930955048,377.0
4720.963996240563,3221.816054187442,378.0
7389.683142226073,8462.303390227313,379.0
3179.737466799071,1513.501813981898,380.0
9990.566048845114,9302.622810133984,381.0
2866.6278942145454,8019.458990736719,382.0
932.1800451834671,9071.263304964335,383.0
7790.472242299609,1946.073710943167,384.0
3090.6483787663565,5962.283218730441,385.0
3611.7476843807453,7289.43493559751,386.0
5754.47120713409,2078.4063927840416,387.0
6116.812884245867,183.8088296256522,388.0
1084.2494658111495,1534.567860787889,389.0
3440.7473976432348,152.28583829245804,390.0
9341.692692202412,2342.5440550188378,391.0
2674.7034272335186,3712.732130517646,392.0
9293.674708311573,3530.1402280033712,393.0
4362.089529042824,2971.671742380591,394.0
9677.1020122389,3636.6729356654896,395.0
917.2395713337238,6707.618306094739,396.0
7182.195035510439,3675.0737802284393,397.0
1994.7170268726359,3999.758346181669,398.0
4385.348852112434,9966.543959690754,399.0
8599.751651006662,6193.310336272709,400.0
1846.586152396891,6784.557858106571,401.0
7598.829484680086,704.4133140246506,402.0
3873.1552995142065,3180.9432102477454,403.0
5805.5391015349,6490.542412749343,404.0
1827.2692239654957,4709.984076895384,405.0
9901.038412367416,37.71742159607244,406.0
3680.992395105298,3434.4722503250878,407.0
3978.982603721813,8581.410606408579,408.0
4369.917973176963,8806.036791035402,409.0
5677.827924818388,4201.022586460328,410.0
2494.166131601226,8211.36608540839,411.0
6451.771609374427,2164.660493960953,412.0
1323.9294288611875,1274.818210645438,413.0
9191.528205824845,4099.633569460901,414.0
8028.307534400011,8931.83121698011,415.0
2168.737466511825,284.3753102978796,416.0
1849.625297347413,7717.715889166517,417.0
128.42840541352396,5720.338891951093,418.0
1822.440979383701,7660.977962795162,419.0
4826.682495825141,5492.247473042394,420.0
2864.2860563336526,4564.43098318261,421.0
505.57675998016003,8116.631469093169,422.0
9094.050719306031,7544.922078955771,423.0
4964.334225987178,8363.36784629725,424.0
19.662626807463297,6685.424331462647,425.0
7486.988621002456,3311.9930498735707,426.0
8585.962377167303,-63.150766581413876,427.0
6276.421108389718,2998.0093320267356,428.0
6311.085335151942,2491.144996690309,429.0
2167.818887347298,6286.391404803382,430.0
4922.153921808956,1844.535967950075,431.0
8875.404076532748,8867.569061769736,432.0
5536.48497882545,7055.104650270326,433.0
4522.837053387893,8012.927581225363,434.0
8387.881858326122,7582.422321860301,435.0
2467.6589543818072,133.7404181957965,436.0
6609.592760463257,4127.949713773926,437.0
8942.586002024396,8470.518715647226,438.0
5431.524384158257,3828.3461752586654,439.0
7131.42230923868,7121.219394967933,440.0
6766.466002309417,8454.97693261028,441.0
5866.7910812755335,5089.749663019361,442.0
5330.646785057903,8863.590842581722,443.0
3717.1558066528005,8369.591951194736,444.0
5072.319975549997,776.9531443538627,445.0
4450.280232310008,2898.249339660452,446.0
5239.501150013615,8518.612755334383,447.0
1853.1124440293197,4675.621129684235,448.0
5753.277326942656,7701.026670302313,449.0
9528.789693342644,1831.5900481769709,-1.0
3133.9741603317516,4075.8455224222635,-1.0
8170.356204225626,2966.553812745578,-1.0
1571.8175854132255,4274.6557877193645,-1.0
8251.74473463986,440.38214389364174,-1.0
5336.077392069584,7040.403784893301,-1.0
4665.116919217826,8725.339693128582,-1.0
3812.3996526393435,7069.650227253273,-1.0
1687.6999881894972,1363.221200940159,-1.0
6340.253281468564,4300.570640667856,-1.0
5399.447670042812,6166.109563999285,-1.0
2812.825089587394,4887.054580679099,-1.0
8410.212909767735,905.2976517293365,-1.0
5712.263203951306,8282.301496129323,-1.0
207.28599419055138,7154.605262672716,-1.0
2018.3848910978152,3323.240215928246,-1.0
37.62028383704652,3411.3368862505877,-1.0
8352.393480119848,801.8372845049648,-1.0
9168.526312003394,4300.73714233404,-1.0
4944.6329723577355,2850.7205485144973,-1.0
9353.681571941577,1979.5480001798771,-1.0
7790.88114302219,5263.536451042641,-1.0
3152.3623960649993,6783.54199530724,-1.0
7929.029318898597,8786.379064594365,-1.0
620.4244680149684,184.63292915694151,-1.0
2715.1527822008916,3290.1460515586423,-1.0
2682.01537626646,1888.6498036243715,-1.0
2810.7479323505468,7309.972372101532,-1.0
3591.4373259618446,5868.761334501704,-1.0
5513.206527106024,8159.823907382353,-1.0
6664.3651917929965,8217.835888395897,-1.0
5528.0044807218765,495.9588856596853,-1.0
3628.516302202578,2757.171320162537,-1.0
2081.091432317813,6499.072772407023,-1.0
8284.065310063534,7744.08151263812,-1.0
3061.8250680356687,4539.412423497817,-1.0
2944.9926516904025,3667.3825336498576,-1.0
4494.2718742962015,9892.179892291275,-1.0
807.2459584346881,4086.9420894903706,-1.0
9158.339002567294,5783.962486406096,-1.0
3588.3278381635273,7569.791441586442,-1.0
9810.748980472046,7500.842834314582,-1.0
9112.773017490774,5641.163303157528,-1.0
3009.6217899290614,1349.909695207382,-1.0
9426.2387094253,1943.3794498554403,-1.0
7954.593819943464,5938.856075950704,-1.0
4067.9735242989577,3070.7912689371597,-1.0
162.5971012975136,9057.95103060842,-1.0
5630.147567025565,7684.094251077606,-1.0
6593.803573497996,8920.545605360196,-1.0
1033.5279105780926,6922.226725800488,-1.0
7034.163672953061,4708.7031157200845,-1.0
1929.3678833807437,4401.484975832859,-1.0
192.01809121781267,7190.655816784963,-1.0
9873.602570055575,8495.758596148045,-1.0
4951.307222481502,7140.1379493501245,-1.0
3209.231679476696,3449.8977088311267,-1.0
3825.811498283965,7790.306206860717,-1.0
3540.5490125165215,6023.335389154414,-1.0
7939.547430064234,9301.70529056462,-1.0
6988.130765905259,5380.7422879016285,-1.0
8156.383974846311,3898.802637340134,-1.0
4667.03868599354,8550.72104669119,-1.0
579.4901439269695,8376.770357916326,-1.0
7812.7067470780985,9710.216571535244,-1.0
2891.514404025155,5918.959677276781,-1.0
8934.5451822829,230.87632040396434,-1.0
8232.149215971336,8156.940566302805,-1.0
6506.491594744802,5782.307418079304,-1.0
9569.361489399158,3953.159193195218,-1.0
3910.6400140938313,3636.175080641577,-1.0
5037.311367553354,7047.591426418165,-1.0
4393.645624890987,4331.355613984936,-1.0
1882.4644036938364,5495.322356626902,-1.0
2132.704314847419,6221.994111834637,-1.0
9798.431096582774,4454.725706671543,-1.0
1522.4582531746134,9925.50539073405,-1.0
3901.084246828882,4998.145738427752,-1.0
8735.266251167284,7084.225926160324,-1.0
4653.404053642514,8629.47295458006,-1.0
2484.2154085159696,1816.9199120976243,-1.0
6519.23093277921,3820.750931222525,-1.0
5348.473085270995,7512.569954153192,-1.0
4720.787491807301,9397.737143436158,-1.0
1470.6402382798988,8390.09468232808,-1.0
7889.593375296171,1180.3839093591062,-1.0
5512.384097996133,7839.491473676398,-1.0
4148.001586779898,4852.041293709775,-1.0
7454.933116990742,8615.562439028217,-1.0
3936.040116900691,8371.165126505468,-1.0
8123.338925916144,1186.2289383549562,-1.0
6688.3787737108005,8237.75003998271,-1.0
8370.441219979493,4181.55227123012,-1.0
2155.17092933886,1707.9174236785034,-1.0
8525.823145256536,3335.229218785305,-1.0
8058.177831065209,6082.342675626745,-1.0
2172.853474951114,4196.943214423441,-1.0
8067.511979610431,8701.216030791858,-1.0
3527.6570301709976,7804.728286613549,-1.0
572.5197207246235,5287.658746478037,-1.0
1384.0818636192953,9624.573403998429,-1.0
6983.703569897102,3544.9580653847233,-1.0
9613.87884494488,1001.9305736416162,-1.0
4491.715609076305,3085.6651762287015,-1.0
9924.31050481009,884.6497636314077,-1.0
5275.9673219889355,2228.3463994248787,-1.0
6954.710386413,4706.43097705361,-1.0
8529.368108627365,7161.197579966647,-1.0
7612.84504532647,3147.152867782597,-1.0
1563.1588994257838,3863.1636260532355,-1.0
374.42933220620864,2434.7893410228385,-1.0
6142.88741112989,2018.1565830515458,-1.0
386.62732240855814,5633.743840641562,-1.0
7805.083116248411,1891.4663537270314,-1.0
9231.359323043838,3417.301352785487,-1.0
5303.628300639986,6329.825574551158,-1.0
5484.127205641449,5825.645634268425,-1.0
1034.589523426125,5002.81284871763,-1.0
7498.371837643266,1414.7042975416402,-1.0
9287.270660608981,634.4472084573127,-1.0
7799.9197406322755,3869.559942791564,-1.0
2936.4473045813024,8495.377837814116,-1.0
8209.004657486248,6070.245725595422,-1.0
3812.214708700651,7896.04253520701,-1.0
1506.858651452112,3999.7594474942753,-1.0
4212.728283615796,1590.1962336224628,-1.0
4032.4399675349764,3676.397139176698,-1.0
1433.8781421789504,1482.7783886536527,-1.0
9655.183441874771,687.5683751095496,-1.0
1238.7942295922605,9667.814653040037,-1.0
9503.267058755462,3354.094710003035,-1.0
1027.8939819755917,6086.602595138161,-1.0
4380.972175410924,9520.570334847975,-1.0
1283.3537225835146,7782.1680862444455,-1.0
248.3447972893005,2076.52949042151,-1.0
3005.286304361335,1644.2729367141728,-1.0
7949.703886490131,1735.8828009253325,-1.0
4607.463262096629,1293.4210175776996,-1.0
7760.1552824637365,6712.712576705237,-1.0
490.0238083062047,1796.4877768950482,-1.0
6247.380504008381,4225.062588809453,-1.0
3021.1167900142486,6296.549161407835,-1.0
8842.786527319904,4695.727140117918,-1.0
2232.4601495370534,5339.2127629916495,-1.0
5961.807330776893,2095.7599101863557,-1.0
7321.469278526037,5423.251829556114,-1.0
6567.422369936493,4530.6874533136,-1.0
4386.872476080781,2101.3553388243413,-1.0
8916.208360584593,1973.5710749554491,-1.0
2493.702311292828,3635.4525308423636,-1.0
9730.529492445567,5518.8199322010005,-1.0
1461.6647664911752,8395.319992418004,-1.0
2903.408970801714,209.48474708511355,-1.0
7322.831306505554,9616.650516320113,-1.0
8948.1826717588,377.0705759497928,-1.0
4618.913536653359,1908.776854566492,-1.0
3033.06122110835,1872.9114801570056,-1.0
7840.420996465085,2802.3616209367974,-1.0
9658.636158421577,5249.222720573335,-1.0
5720.708470599539,7878.395240263942,-1.0
6806.658430292413,8622.777048624315,-1.0
1273.3622215770179,4955.601464619711,-1.0
5474.771796059379,1091.4212759998231,-1.0
7326.20102969942,4539.920833143016,-1.0
6201.530987172417,8633.695521372938,-1.0
7084.34726148698,7711.338712286084,-1.0
2928.158769776442,4472.647330484212,-1.0
9232.02595021684,3890.200184481538,-1.0
4711.904414736334,1300.8066835633235,-1.0
6691.091827717181,2262.4781177359355,-1.0
1645.238414571323,8694.550218585537,-1.0
1769.044200904787,5892.402993546644,-1.0
2661.7043110791114,4839.094087717091,-1.0
9173.874235864556,7740.696060918075,-1.0
7677.572988487485,925.6609699500373,-1.0
1070.2685073329787,7708.517349296555,-1.0
4785.561254997591,8466.596557911733,-1.0
3754.955319077713,6291.940546565323,-1.0
2675.812373283192,4010.2990727257693,-1.0
4982.793205685195,1747.7596120457595,-1.0
3866.5410140954536,3558.216451252311,-1.0
2406.9685722149457,7592.1445788208885,-1.0
6065.259245944598,4332.905466823401,-1.0
5741.885331958993,4474.362242975894,-1.0
3321.148387834273,2213.4540749156486,-1.0
6994.198144286692,133.2988124137724,-1.0
1015.5258700850078,5672.629011845808,-1.0
2892.2068468851194,2872.29730981448,-1.0
7686.950821950589,9915.454694976326,-1.0
5320.054580970641,25.835635887759835,-1.0
6014.039333823012,7558.637036604008,-1.0
1813.5179414467484,2429.1871936160223,-1.0
2084.2556954203783,7841.85036908595,-1.0
9310.849410419281,8025.302111269813,-1.0
3838.4556022230086,7811.028451096586,-1.0
5458.051519571109,4097.1198542204575,-1.0
4563.890100444343,1337.7116028995617,-1.0
9717.72301005611,8235.136585772058,-1.0
2085.229807780311,6449.142168868106,-1.0
1052.213830494001,951.6779111577822,-1.0
1465.5900460563587,5703.007745551871,-1.0
3190.0611588561133,8364.080330318824,-1.0
6077.639586108871,8561.44633443706,-1.0
9632.08918714375,1131.2307050045779,-1.0
3247.540726302097,4001.096408539353,-1.0
3658.521489346641,2391.589232068765,-1.0
7072.3110052548445,1789.4672001100132,-1.0
7043.86005957822,3888.131835978101,-1.0
5298.5675329604765,6564.353773343608,-1.0
6483.246364546388,2407.7037380085862,-1.0
4660.1828114416685,3368.0612741384307,-1.0
9790.910607268486,6290.959086512739,-1.0
3311.994676068186,2497.832003922872,-1.0
131.56060236741206,796.6734812390907,-1.0
8121.271317816278,2397.9952238850487,-1.0
6422.073159189602,9510.815876120227,-1.0
1208.4827046555624,9341.940568911796,-1.0
1895.9333336279271,8852.450027520634,-1.0
7286.4195334622655,8211.061213892988,-1.0
3559.2813714581193,2896.990034517711,-1.0
5916.995715790265,6181.936521313326,-1.0
