sigma_nm,repeat,n_me3,n_ac,coloc_frac_me3,coloc_frac_ac,gcross_at_ref,gcross_peak,gcross_auc,sncr_me3_norm_at_ref,sncr_ac_norm_at_ref,ripley_Lab_at_ref,ripley_Lba_at_ref,ripley_Lab_max,ripley_Lba_max,delaunay_heterotypic_fraction,delaunay_assortativity,fr_observed_fraction,fr_null_fraction,fr_z,fr_p,mst_heterotypic_overall,mst_heterotypic_minus_chance,mesh_n_crossings,mesh_me3_crossing_fraction,mesh_ac_crossing_fraction,mesh_z,mesh_p
2.5,33,150,150,0.4533333333333333,0.46,0.6807629980204714,5.38937373432873,597.4492181827719,0.45424783106891475,0.44742729306487694,157.09119657714103,162.53543326873717,181.4617816071169,183.50211838318666,0.5610859728506787,-0.1222236441350361,0.6220735785953178,0.49973244147157186,4.255720844944447,0.0,0.629757785467128,0.12808554466445243,1145,0.926605504587156,0.9147465437788018,,
2.5,34,150,150,0.4533333333333333,0.46,0.850953747525589,6.467248481194477,596.3864682265034,0.45424783106891475,0.42257022122793936,157.09119657714103,162.53543326873717,184.10168702734046,186.2317052738423,0.5633484162895928,-0.12678911481049207,0.6287625418060201,0.5079933110367892,3.9995761421644525,0.0,0.6376306620209059,0.13595842121823032,1148,0.926605504587156,0.9193548387096774,,
2.5,35,150,150,0.4533333333333333,0.46,0.6807629980204714,5.38937373432873,577.7588614261222,0.45424783106891475,0.42257022122793936,157.09119657714103,162.53543326873717,184.10168702734046,188.8220544771201,0.5599547511312217,-0.12008293497667465,0.6287625418060201,0.4991304347826087,5.030112621946573,0.0,0.6332179930795848,0.13154575227690923,1149,0.9243119266055045,0.9170506912442397,,
2.5,36,150,150,0.4533333333333333,0.46,0.5105722485153534,6.467248481194477,601.215816608121,0.4487749656343495,0.4174169258471108,159.56593789154607,165.0741368196447,181.4617816071169,183.50211838318666,0.5644796380090498,-0.12899539434703758,0.6254180602006689,0.5033110367892977,4.0380800901413725,0.0,0.6319444444444444,0.13027220364176884,1149,0.9243119266055045,0.9216589861751152,,
2.5,37,150,150,0.4533333333333333,0.4533333333333333,0.5105722485153534,6.467248481194478,635.6706014485413,0.45985582898334576,0.4278523489932886,154.60131880684128,159.98100974054427,184.10168702734046,188.94213645873936,0.5610859728506787,-0.12231556422424597,0.6254180602006689,0.5029096989966555,4.31044840975663,0.0,0.6341463414634146,0.13247410066073906,1144,0.9220183486238532,0.9170506912442397,,
2.5,38,150,150,0.4533333333333333,0.46,0.5105722485153534,6.467248481194477,589.6563104069544,0.45985582898334576,0.45302013422818793,154.60131880684128,159.98100974054427,186.72357198342888,188.94213645873936,0.5610859728506787,-0.1222236441350361,0.6321070234113713,0.5079264214046822,4.490911646208788,0.0,0.6354166666666666,0.13374442586399105,1149,0.9243119266055045,0.9124423963133641,,
2.5,39,150,150,0.44,0.44666666666666666,0.850953747525589,7.545123228060223,605.4640601092199,0.45424783106891475,0.42257022122793936,157.09119657714103,162.53543326873717,186.72357198342888,188.94213645873936,0.5588235294117647,-0.11766994266994264,0.6321070234113713,0.49668896321070233,4.349579701743635,0.0,0.6366782006920415,0.13500595988936592,1145,0.9220183486238532,0.9170506912442397,,
5.0,0,150,150,0.44,0.44666666666666666,0.850953747525589,6.467248481194477,589.9890319015975,0.45424783106891475,0.3977131493910017,157.09119657714103,162.53543326873717,181.4617816071169,183.50211838318666,0.5588235294117647,-0.11766994266994264,0.6287625418060201,0.4993311036789298,4.704609415636388,0.0,0.6354166666666666,0.13374442586399105,1164,0.9220183486238532,0.9149425287356322,,
5.0,1,150,150,0.44,0.44,0.5105722485153534,5.38937373432873,592.2710634803911,0.45985582898334576,0.47818791946308725,154.60131880684128,159.98100974054427,184.10168702734046,188.94213645873936,0.5565610859728507,-0.11317345345652778,0.6287625418060201,0.5015719063545151,4.396685375889442,0.0,0.6354166666666666,0.13374442586399105,1163,0.9243119266055045,0.9172413793103448,,
5.0,2,150,150,0.44666666666666666,0.46,0.6807629980204714,6.467248481194477,605.3788091894259,0.47880176788345064,0.4278523489932886,157.09119657714103,159.98100974054427,186.72357198342888,188.94213645873936,0.5599547511312217,-0.11991093537055877,0.6220735785953178,0.495752508361204,4.475885376647811,0.0,0.6293706293706294,0.1276983885679538,1148,0.926605504587156,0.9124423963133641,,
5.0,3,150,150,0.4266666666666667,0.43333333333333335,0.6807629980204714,7.545123228060223,603.5914104149593,0.46652479947618275,0.42257022122793936,157.09119657714103,162.53543326873717,184.10168702734046,186.2317052738423,0.5622171945701357,-0.12443582803872263,0.6187290969899666,0.5002006688963211,4.398649164630437,0.0,0.6284722222222222,0.12679998141954663,1154,0.9220183486238532,0.9170506912442397,,
5.0,4,150,150,0.44666666666666666,0.46,0.5105722485153534,6.005302161109158,560.5639722238598,0.48471290082028334,0.45875456630702577,154.60131880684128,157.41057054711752,184.10168702734046,186.2317052738423,0.5588235294117647,-0.11766994266994264,0.6254180602006689,0.49989966555183946,3.8273885331437065,0.0,0.6284722222222222,0.12679998141954663,1154,0.9197247706422018,0.9193548387096774,,
5.0,5,150,150,0.4533333333333333,0.4533333333333333,0.5105722485153534,6.467248481194477,598.9282327953632,0.46652479947618275,0.45302013422818793,157.09119657714103,159.98100974054427,181.4617816071169,183.50211838318666,0.5627118644067797,-0.12543666115094684,0.6120401337792643,0.5057859531772575,3.5067447284235373,0.0,0.6180555555555556,0.11638331475288,1146,0.9243119266055045,0.9197247706422018,,
5.0,6,150,150,0.44666666666666666,0.4533333333333333,0.6807629980204714,7.545123228060223,558.8994907291036,0.46652479947618275,0.44742729306487694,157.09119657714103,162.53543326873717,187.44445750247417,191.69816290554417,0.5633484162895928,-0.12670259977580195,0.6187290969899666,0.4991304347826087,3.9277424304221795,0.0,0.6215277777777778,0.1198555369751022,1154,0.9267734553775744,0.9078341013824884,,
5.0,7,150,150,0.44666666666666666,0.4533333333333333,0.850953747525589,9.700872721791715,703.8496909622952,0.4851621250101076,0.4174169258471108,159.56593789154607,165.0741368196447,184.64561671719224,188.8220544771201,0.5622171945701357,-0.12450489949539749,0.6254180602006689,0.5035117056856188,4.410803307242707,0.0,0.629757785467128,0.12808554466445243,1146,0.9220183486238532,0.9147465437788018,,
5.0,8,150,150,0.44666666666666666,0.4533333333333333,0.0,7.545123228060223,621.6887700689241,0.4404362416107383,0.43326820151219103,152.09602339473827,157.41057054711752,184.10168702734046,186.2317052738423,0.5615819209039548,-0.12330726256983217,0.6287625418060201,0.49989966555183946,4.678390921821924,0.0,0.6310344827586207,0.12936224195594515,1137,0.926605504587156,0.9147465437788018,,
5.0,9,150,150,0.44666666666666666,0.4533333333333333,0.5105722485153534,6.467248481194477,594.6857819347782,0.47880176788345064,0.44742729306487694,157.09119657714103,162.53543326873717,190.22185028368176,197.38374479426182,0.5615819209039548,-0.12316384180790962,0.6187290969899666,0.5052842809364549,3.956819113488273,0.0,0.6284722222222222,0.12679998141954663,1137,0.9243119266055045,0.9078341013824884,,
5.0,10,150,150,0.43333333333333335,0.44666666666666666,0.6807629980204714,5.820523633075029,556.9698987252498,0.4296938942543788,0.42257022122793936,157.09119657714103,162.53543326873717,192.97828071098075,200.1942280224289,0.5599547511312217,-0.12015174961313826,0.6287625418060201,0.5009030100334448,4.148916496089489,0.0,0.6344827586206897,0.13281051781801412,1164,0.9267734553775744,0.9078341013824884,,
5.0,11,150,150,0.44666666666666666,0.44,0.5105722485153534,5.820523633075029,572.8223922166247,0.45985582898334576,0.4278523489932886,154.60131880684128,159.98100974054427,181.4617816071169,183.50211838318666,0.5576923076923077,-0.11538604270239493,0.6387959866220736,0.5040802675585284,5.519665609968975,0.0,0.6379310344827587,0.1362587936800831,1144,0.926605504587156,0.9122401847575058,,
5.0,12,150,150,0.4533333333333333,0.46,0.6807629980204714,6.467248481194478,650.4320982283322,0.45985582898334576,0.4278523489932886,154.60131880684128,159.98100974054427,190.22185028368176,197.38374479426182,0.5576923076923077,-0.11542029942502915,0.6120401337792643,0.5039464882943144,3.741892906913337,0.0,0.615916955017301,0.11424471421462545,1163,0.9243119266055045,0.9174311926605505,,
5.0,13,150,150,0.44666666666666666,0.4533333333333333,0.850953747525589,7.545123228060223,547.9968725712844,0.45424783106891475,0.44742729306487694,157.09119657714103,162.53543326873717,187.44445750247417,191.69816290554417,0.5581920903954802,-0.11649964757439245,0.6387959866220736,0.49799331103678934,5.724267961711696,0.0,0.643598615916955,0.1419263751142794,1127,0.926605504587156,0.9170506912442397,,
5.0,14,150,150,0.4533333333333333,0.46,0.3403814990102357,5.38937373432873,596.3567843537206,0.45985582898334576,0.4278523489932886,154.60131880684128,159.98100974054427,184.64561671719224,188.8220544771201,0.5588235294117647,-0.11769854879578194,0.6287625418060201,0.49973244147157186,3.881525111824339,0.0,0.6354166666666666,0.13374442586399105,1148,0.9243119266055045,0.9126436781609195,,
5.0,15,150,150,0.44666666666666666,0.4533333333333333,0.850953747525589,6.467248481194478,640.9990400241487,0.4487749656343495,0.4174169258471108,159.56593789154607,165.0741368196447,184.10168702734046,188.94213645873936,0.559322033898305,-0.11869548729616954,0.6254180602006689,0.5003010033444816,4.372104371201192,0.0,0.629757785467128,0.12808554466445243,1156,0.9311926605504587,0.9218390804597701,,
5.0,16,150,150,0.43333333333333335,0.43333333333333335,0.6807629980204714,5.748665316617313,576.1997046902982,0.45424783106891475,0.44742729306487694,157.09119657714103,162.53543326873717,189.32780054601233,191.63380965825343,0.5615819209039548,-0.12321546906302275,0.6354515050167224,0.505752508361204,4.828803244222497,0.0,0.6423611111111112,0.14068887030843558,1151,0.9151376146788991,0.9151376146788991,,
5.0,17,150,150,0.4533333333333333,0.46,0.6807629980204714,6.467248481194477,593.5698582410112,0.4487749656343495,0.39286298903257494,159.56593789154607,165.0741368196447,184.64561671719224,191.69816290554417,0.5644796380090498,-0.12899539434703758,0.6254180602006689,0.5036120401337794,4.353537762901031,0.0,0.6341463414634146,0.13247410066073906,1152,0.926605504587156,0.9193548387096774,,
5.0,18,150,150,0.44666666666666666,0.4533333333333333,0.5105722485153534,6.107956898905895,569.5287851435726,0.45424783106891475,0.42257022122793936,157.09119657714103,162.53543326873717,184.10168702734046,186.2317052738423,0.5588235294117647,-0.11764705882352944,0.6254180602006689,0.4991304347826087,4.399056688897426,0.0,0.6332179930795848,0.13154575227690923,1152,0.9220183486238532,0.9103448275862069,,
5.0,19,150,150,0.44666666666666666,0.4533333333333333,0.5105722485153534,9.700872721791717,567.4840567774847,0.4349987571464081,0.47818791946308725,154.60131880684128,159.98100974054427,184.10168702734046,186.2317052738423,0.5599547511312217,-0.11997972887368565,0.6321070234113713,0.5024749163879599,4.318736572607679,0.0,0.6366782006920415,0.13500595988936592,1156,0.926605504587156,0.9147465437788018,,
5.0,20,150,150,0.4666666666666667,0.47333333333333333,0.5105722485153534,9.700872721791715,706.8073847116782,0.45424783106891475,0.45302013422818793,157.09119657714103,159.98100974054427,184.10168702734046,193.01472248799087,0.5576923076923077,-0.11538604270239493,0.6321070234113713,0.5012709030100334,4.166725628620301,0.0,0.6344827586206897,0.13281051781801412,1168,0.9288990825688074,0.9126436781609195,,
5.0,21,150,150,0.44666666666666666,0.4533333333333333,0.5105722485153534,6.467248481194478,635.7682365506143,0.4656040268456376,0.45875456630702577,152.09602339473827,157.41057054711752,184.64561671719224,188.8220544771201,0.559322033898305,-0.11866692032394933,0.6287625418060201,0.4963210702341137,4.627471790558402,0.0,0.6284722222222222,0.12679998141954663,1137,0.9267734553775744,0.9122401847575058,,
5.0,22,150,150,0.44,0.44666666666666666,0.6807629980204714,7.113973329313925,637.9936533178922,0.45424783106891475,0.4722843649018146,157.09119657714103,162.53543326873717,181.82482323055422,185.92302776299005,0.5565610859728507,-0.11317345345652778,0.6187290969899666,0.5005016722408027,3.569647700336703,0.0,0.6236933797909407,0.12202113898826517,1155,0.9243119266055045,0.9124423963133641,,
5.0,23,150,150,0.44666666666666666,0.4533333333333333,0.5105722485153534,6.467248481194477,603.9313330356066,0.45424783106891475,0.44742729306487694,157.09119657714103,162.53543326873717,184.10168702734046,188.94213645873936,0.5633484162895928,-0.12678911481049207,0.6421404682274248,0.5023411371237457,4.346038402100369,0.0,0.6470588235294118,0.1453865827267362,1161,0.9220183486238532,0.9195402298850575,,
5.0,24,150,150,0.44666666666666666,0.4533333333333333,0.5105722485153534,6.467248481194478,622.0924608310645,0.45985582898334576,0.4278523489932886,154.60131880684128,159.98100974054427,184.10168702734046,186.2317052738423,0.5588235294117647,-0.11765277969728148,0.6254180602006689,0.498561872909699,4.332336529493504,0.0,0.6332179930795848,0.13154575227690923,1176,0.9220183486238532,0.9151376146788991,,
5.0,25,150,150,0.4533333333333333,0.46,0.5105722485153534,5.820523633075029,587.7710893147,0.46652479947618275,0.3977131493910017,157.09119657714103,162.53543326873717,186.72357198342888,188.94213645873936,0.5588235294117647,-0.1177900982394708,0.6287625418060201,0.5041137123745819,4.731094646083003,0.0,0.6332179930795848,0.13154575227690923,1143,0.926605504587156,0.9147465437788018,,
5.0,26,150,150,0.4533333333333333,0.4533333333333333,0.3403814990102357,6.467248481194478,641.6797402457797,0.45985582898334576,0.4278523489932886,154.60131880684128,159.98100974054427,186.72357198342888,188.94213645873936,0.5627118644067797,-0.12543666115094684,0.6321070234113713,0.4963210702341137,4.586366359168273,0.0,0.6388888888888888,0.13721664808621326,1151,0.9243119266055045,0.9078341013824884,,
5.0,27,150,150,0.44666666666666666,0.4533333333333333,0.6807629980204714,6.467248481194478,641.6157103097449,0.4851621250101076,0.44197086266164676,159.56593789154607,165.0741368196447,184.10168702734046,186.2317052738423,0.5633484162895928,-0.1269044888597641,0.6354515050167224,0.4993645484949833,4.280609858285262,0.0,0.6366782006920415,0.13500595988936592,1158,0.9243119266055045,0.9264367816091954,,
5.0,28,150,150,0.4533333333333333,0.46,0.6807629980204714,6.467248481194478,645.2544440321728,0.45424783106891475,0.3977131493910017,157.09119657714103,162.53543326873717,186.72357198342888,188.94213645873936,0.5599547511312217,-0.11997972887368565,0.6254180602006689,0.5004682274247492,4.306994445484837,0.0,0.6341463414634146,0.13247410066073906,1159,0.926605504587156,0.9126436781609195,,
