follower,cluster_fraction,replicate,field_size_nm,pair_jitter_nm,integration_level,n_total,me3_fraction,n_me3,n_ac,coloc_frac_me3,coloc_frac_ac,gcross_at_ref,gcross_peak,gcross_auc,sncr_me3_norm_at_ref,sncr_ac_norm_at_ref,ripley_Lab_at_ref,ripley_Lba_at_ref,ripley_Lab_max,ripley_Lba_max,delaunay_heterotypic_fraction,delaunay_assortativity,fr_observed_fraction,fr_null_fraction,fr_z,fr_p,mst_heterotypic_overall,mst_heterotypic_minus_chance,mesh_n_crossings,mesh_me3_crossing_fraction,mesh_ac_crossing_fraction,mesh_z,mesh_p
me3,0.2,4,10000.0,60.0,0.5,300,0.5,150,150,0.3,0.24666666666666667,0.7148011479214949,10.185916357881302,372.70829555869926,0.8357604153476005,0.43687476256806385,85.36471656731078,80.44467409704112,131.0129077457011,127.9905496815988,0.5181818181818182,-0.03726910371140089,0.6020066889632107,0.5025585284280936,3.4759196389028784,0.0,0.6040955631399317,0.10242332233725615,1124,0.9080459770114943,0.8822170900692841,,
me3,0.2,5,10000.0,60.0,0.5,300,0.5,150,150,0.26,0.21333333333333335,0.783773188510411,4.765340986143299,221.3103331227372,0.899614450949593,0.6263982102908278,45.784857907693834,60.57614407390554,92.94876639731211,101.81274657633668,0.49660633484162897,0.006684370500719883,0.48494983277591974,0.49859531772575255,-0.45637693504959786,0.685,0.48788927335640137,-0.013782967446274219,1099,0.8689655172413793,0.8646788990825688,,
me3,0.2,6,10000.0,60.0,0.5,300,0.5,150,150,0.28,0.28,1.2764306212883836,15.157613627799556,644.6902638902825,0.5406413124533931,0.48471290082028334,69.86542793438463,69.86542793438463,114.73490023193926,114.73490023193926,0.5170068027210885,-0.034205045128442614,0.5418060200668896,0.5004682274247492,1.3824945494366472,0.215,0.5501730103806228,0.048500769577947245,1137,0.8873563218390804,0.9011494252873563,,
me3,0.2,7,10000.0,60.0,0.5,300,0.5,150,150,0.32,0.3,1.299638450766354,15.433206602850456,591.4399955599198,0.7321537522879805,0.4748638723565911,75.73500793527995,74.20930864407615,128.22592377865465,131.40323569229096,0.5232163080407701,-0.04644469525959383,0.5652173913043478,0.5012374581939799,2.2287704430146618,0.025,0.5627118644067797,0.06103962360410409,1153,0.903448275862069,0.8505747126436781,,
me3,0.2,8,10000.0,60.0,0.5,300,0.5,150,150,0.26666666666666666,0.28,0.4786614829831438,9.094568176679733,543.7446914998261,0.9151921903599756,0.8016405667412378,72.81355871636174,80.35559344463474,125.05030736768384,133.25084697308938,0.498868778280543,0.002199877912534615,0.5484949832775919,0.4978595317725753,1.7056042766541932,0.085,0.5520833333333334,0.050411092530657786,1112,0.8341013824884793,0.8561484918793504,,
me3,0.2,9,10000.0,60.0,0.5,300,0.5,150,150,0.22666666666666666,0.23333333333333334,1.90844966678069,6.592826121606021,432.4833769889927,0.790987535953979,0.7321537522879805,89.66815736554605,69.96933095090918,102.9905496815988,92.94876639731211,0.4966216216216216,0.006301835994940375,0.5150501672240803,0.5013377926421405,0.4622131005423132,0.645,0.5243055555555556,0.022633314752879996,1062,0.8930232558139535,0.8337129840546698,,
me3,0.4,0,10000.0,60.0,0.5,300,0.5,150,150,0.41333333333333333,0.3333333333333333,0.9164117281044806,26.117734250977698,993.4035185077511,0.8916586768935763,0.3209804493726291,106.31616320969067,114.84435989827932,166.96811919235097,176.11474356422076,0.5136363636363637,-0.027293952354387575,0.5384615384615384,0.5022575250836121,1.3159920940352303,0.215,0.532871972318339,0.031199731515663465,1110,0.8732718894009217,0.8677494199535963,,
me3,0.4,1,10000.0,60.0,0.5,300,0.5,150,150,0.3933333333333333,0.34,1.592378794874617,16.808442834787627,896.0202105049838,0.8082049343038095,0.4334451901565996,136.2317052738423,124.3970631405578,161.25366167018666,146.99316049801803,0.5220338983050847,-0.04504048582995956,0.5785953177257525,0.5046989966555184,2.4148687875042496,0.01,0.5821917808219178,0.08051954001924222,1070,0.8689655172413793,0.8960739030023095,,
me3,0.4,2,10000.0,60.0,0.5,300,0.5,150,150,0.44666666666666666,0.4,1.0940833896757574,13.858389602559592,879.246029649703,0.6174496644295302,0.5906040268456376,152.99255967696877,143.08950917716072,175.73500793527995,167.73046751467223,0.5460750853242321,-0.09221943794396023,0.5819397993311036,0.4988963210702341,2.9999910885010843,0.005,0.589041095890411,0.0873688550877354,1145,0.8747099767981439,0.9053117782909931,,
me3,0.4,3,10000.0,60.0,0.5,300,0.5,150,150,0.46,0.41333333333333333,2.0058195477388887,27.716779205119185,1373.753230335996,0.6166107382550337,0.44742729306487694,166.20892593983967,147.10805330452462,201.32076852613818,183.12222837353687,0.5129650507328072,-0.025950965550814397,0.5886287625418061,0.5046655518394649,3.145692681747557,0.0,0.5882352941176471,0.0865630533149715,1133,0.8853211009174312,0.8850574712643678,,
me3,0.4,4,10000.0,60.0,0.5,300,0.5,150,150,0.43333333333333335,0.4066666666666667,1.0020576840020956,9.519547998019908,719.4556487096812,0.6504904491481673,0.43366029943211154,109.04114779022137,110.73076252394861,167.02617031514205,168.40041870710263,0.5412429378531074,-0.08249140408645866,0.5819397993311036,0.5039966555183947,2.7870417950298627,0.0,0.5847750865051903,0.0831028457025147,1092,0.8735632183908046,0.8988505747126436,,
me3,0.4,5,10000.0,60.0,0.5,300,0.5,150,150,0.4266666666666667,0.3466666666666667,0.6807629980204714,16.168121202986192,1014.40717339231,0.6462838677603778,0.44601138390960837,154.60131880684128,151.49145829052577,198.20239203672406,196.20814218953905,0.5238636363636363,-0.04789100569691272,0.5819397993311036,0.5015217391304349,2.780990783953544,0.005,0.5827586206896552,0.08108637988697964,1129,0.8726851851851852,0.8634259259259259,,
me3,0.4,6,10000.0,60.0,0.5,300,0.5,150,150,0.46,0.4,0.9117361580631312,13.858389602559592,850.5475338236099,0.6238774931468002,0.7878611030055442,142.09885188992263,116.51413685958966,183.66880068707496,161.99755261713148,0.503393665158371,-0.006943244574990296,0.5618729096989966,0.5035785953177258,2.0886114982846924,0.03,0.565068493150685,0.06339625234800939,1141,0.8842592592592593,0.8896551724137931,,
me3,0.4,7,10000.0,60.0,0.5,300,0.5,150,150,0.47333333333333333,0.3933333333333333,1.0115110583794737,22.421828460745,1162.0887924334695,0.8389261744966444,0.5033557046979866,129.6581696988424,131.4617816071169,191.38180808236865,192.8848180059307,0.518140589569161,-0.03628251125111344,0.5150501672240803,0.4960200668896321,0.6498839780889926,0.515,0.5277777777777778,0.026105536975102206,1089,0.8617511520737328,0.8671328671328671,,
me3,0.4,8,10000.0,60.0,0.5,300,0.5,150,150,0.4266666666666667,0.3933333333333333,1.0309631941175408,10.882389271240708,877.9974873497844,0.5420753742901394,0.36607687614399026,148.9422804014327,164.72765306717815,191.1992274334711,205.8382169210185,0.5408163265306123,-0.081700787401575,0.6655518394648829,0.5021739130434782,6.059916697453822,0.0,0.6655172413793103,0.16384500057663476,1103,0.9078341013824884,0.8979118329466357,,
me3,0.4,9,10000.0,60.0,0.5,300,0.5,150,150,0.4533333333333333,0.38666666666666666,0.6557808696527476,9.344877392551654,881.4770838269033,0.9034589571502324,0.4194630872483222,139.68481831983695,126.1263890318375,186.03164805317442,178.73723737239987,0.49209932279909707,0.015480286464306567,0.5451505016722408,0.5033444816053512,1.5253458251365812,0.13,0.5570934256055363,0.055421184802860735,1152,0.8352402745995423,0.8917050691244239,,
me3,0.6,0,10000.0,60.0,0.5,300,0.5,150,150,0.62,0.4533333333333333,0.7445845290848904,24.757435592072607,1409.4009226386506,0.7224634820371102,0.3277665053847355,183.46424565500826,166.90203037656414,245.4941494713355,233.40040982357846,0.5447338618346546,-0.08974166541585364,0.6187290969899666,0.5023411371237457,3.7471107490006443,0.0,0.6294964028776978,0.12782416207502223,1154,0.9118329466357309,0.8804597701149425,,
me3,0.6,1,10000.0,60.0,0.5,300,0.5,150,150,0.6,0.4666666666666667,0.37621113048499727,13.581221810508403,864.7230457628076,0.7373097646280368,0.3495525727069351,148.2417666381587,131.4617816071169,224.01607768900845,208.2007658451612,0.5220338983050847,-0.04454924482413279,0.5886287625418061,0.502809364548495,2.906276791106755,0.0,0.5896551724137931,0.08798293161111748,1082,0.880184331797235,0.9099307159353349,,
me3,0.6,2,10000.0,60.0,0.5,300,0.5,150,150,0.6,0.48,2.2124797435665315,19.401745443583433,1361.1441167981668,0.6280401453112494,0.31692766592095456,219.35130913920642,228.7307364817192,245.71421637884703,254.8690323475339,0.5386363636363637,-0.07736176543516025,0.6120401337792643,0.5025250836120401,3.9126534259542862,0.0,0.631768953068592,0.13009671226591646,1160,0.8863109048723898,0.9236111111111112,,
me3,0.6,3,10000.0,60.0,0.5,300,0.5,150,150,0.5933333333333334,0.5066666666666667,1.1168767936273356,24.757435592072607,1353.7736044189458,0.5091414024531359,0.4524545660206621,188.53417529618696,184.584704979803,245.20276860753978,243.52709276942448,0.5549263873159683,-0.11060629395759543,0.6254180602006689,0.5030100334448161,4.223233895527311,0.0,0.6232394366197183,0.12156719581704267,1180,0.888631090487239,0.8990825688073395,,
me3,0.6,4,10000.0,60.0,0.5,300,0.5,150,150,0.6333333333333333,0.4866666666666667,1.9855587442263745,30.866413205700912,1723.8879305328392,0.7680066422196083,0.38554905040696846,205.98200507812658,175.84055417901766,256.78274235519643,229.11128709511638,0.5402038505096263,-0.08041324381000015,0.5652173913043478,0.4993645484949833,2.2067673949634905,0.035,0.5709342560553633,0.06926201525268771,1149,0.9011494252873563,0.8958333333333334,,
me3,0.6,5,10000.0,60.0,0.5,300,0.5,150,150,0.5733333333333334,0.46,0.86747712126395,26.371304486424076,1271.6542853494213,0.8212645708230307,0.2992925811717758,145.70142833725401,154.44519249626006,211.17862018636242,218.87666072190882,0.5343855693348365,-0.06900076277650621,0.6387959866220736,0.49951505016722403,4.862011992646543,0.0,0.6503496503496503,0.14867740954697473,1149,0.9061784897025171,0.9262672811059908,,
me3,0.6,6,10000.0,60.0,0.5,300,0.5,150,150,0.6066666666666667,0.5,0.69398169701116,13.185652243212042,1062.0495802327332,0.6753886670631213,0.261483482959993,153.4357382249974,156.26293285730287,207.40174328914043,211.59861164116262,0.5510204081632653,-0.10213148895688147,0.6421404682274248,0.5015886287625417,4.55450000559202,0.0,0.6491228070175439,0.1474505662148683,1151,0.9237875288683602,0.9243119266055045,,
me3,0.6,7,10000.0,60.0,0.5,300,0.5,150,150,0.64,0.4666666666666667,1.4359844489494318,24.252181804479285,1305.3196105451282,0.7698381365969206,0.1776549545992894,189.6129817856205,199.7670452110993,221.90485927676576,230.49501854367657,0.5220338983050847,-0.04535041878445116,0.6254180602006689,0.49911371237458196,4.565538122619411,0.0,0.6267605633802817,0.12508832257760616,1108,0.9053117782909931,0.8672768878718535,,
me3,0.6,8,10000.0,60.0,0.5,300,0.5,150,150,0.5933333333333334,0.44666666666666666,0.3309264573710624,25.150410760200742,1228.8525872090588,0.7156141343899086,0.2982848620432513,153.83746083440138,177.62000746741603,213.4386575265313,236.00015147288934,0.5380249716231555,-0.07611787989362363,0.6053511705685619,0.5014046822742475,3.3302296848217865,0.0,0.6118881118881119,0.11021587108543629,1177,0.9053117782909931,0.8919540229885058,,
me3,0.6,9,10000.0,60.0,0.5,300,0.5,150,150,0.5866666666666667,0.4533333333333333,0.7769577694798857,11.071648215088372,858.8340964520047,0.5914429530201343,0.37751677852348997,179.56660746789066,150.1948495130216,207.74086336199184,181.7435436587715,0.5255391600454029,-0.05116499612806141,0.6053511705685619,0.5051505016722407,3.707680165846826,0.0,0.607773851590106,0.10610161078743041,1117,0.8703703703703703,0.9053117782909931,,
me3,0.8,0,10000.0,60.0,0.5,300,0.5,150,150,0.78,0.56,0.9025267019210793,30.866413205700912,1806.282186504421,0.9012464046021094,0.2849183234139547,224.41289642206095,212.8472814434228,278.61624062561555,266.91472468940077,0.5215419501133787,-0.04313217326915962,0.6254180602006689,0.4991638795986622,4.2994171250637985,0.0,0.6363636363636364,0.13469139556096077,1139,0.9122401847575058,0.9006928406466512,,
me3,0.8,1,10000.0,60.0,0.5,300,0.5,150,150,0.78,0.5533333333333333,0.9211354998988335,21.001889397693404,1637.412392501599,0.900232318017553,0.1709509940483728,226.99105701785635,215.06718521726407,283.75330068408323,271.3300072236892,0.553409090909091,-0.10681961107904338,0.6086956521739131,0.5005518394648829,4.044964053502487,0.0,0.6219081272084805,0.12023588640580496,1185,0.9145496535796767,0.9331797235023042,,
me3,0.8,2,10000.0,60.0,0.5,300,0.5,150,150,0.8,0.56,1.6245480634579428,20.577608803800608,1787.8753781938037,0.7227671657201858,0.2429993057162694,250.78898479930638,223.05548907219293,289.2209950988576,265.38815966054636,0.5588235294117647,-0.11773859983209457,0.5986622073578596,0.49906354515050166,3.457593427663071,0.0,0.599290780141844,0.09761853933916842,1181,0.9174311926605505,0.8870967741935484,,
me3,0.8,3,10000.0,60.0,0.5,300,0.5,150,150,0.8066666666666666,0.5666666666666667,0.6557808696527476,24.91967304680441,1771.3167498030596,0.7346272446943588,0.2516778523489933,214.8658835650955,212.80647138458193,288.9115270160766,290.3815203690588,0.5576923076923077,-0.11538604270239493,0.6555183946488294,0.5001003344481605,5.453030651028277,0.0,0.6690909090909091,0.16741866828823349,1225,0.9315068493150684,0.9426605504587156,,
me3,0.8,4,10000.0,60.0,0.5,300,0.5,150,150,0.8066666666666666,0.54,0.850953747525589,32.336242405972385,1742.6430330107023,0.8290564547966838,0.215025737929237,204.03033526194474,201.96640818115804,269.3188739878935,265.3815203690588,0.5475113122171946,-0.09522444298820446,0.6187290969899666,0.50061872909699,3.857435975248488,0.0,0.6240875912408759,0.12241535043820029,1225,0.9218390804597701,0.9241379310344827,,
me3,0.8,5,10000.0,60.0,0.5,300,0.5,150,150,0.7933333333333333,0.5466666666666666,0.8935014349018686,23.767138168389703,1581.7435266582613,0.9134973900074572,0.282585658777817,228.7307364817192,218.95969346055637,273.9422804014327,266.6816222034128,0.5605889014722537,-0.1212698412698417,0.6421404682274248,0.5018060200668896,5.123026353709348,0.0,0.6472727272727272,0.14560048647005164,1184,0.9151376146788991,0.9013761467889908,,
me3,0.8,6,10000.0,60.0,0.5,300,0.5,150,150,0.8,0.5266666666666666,0.5105722485153534,25.86899392477791,2107.1480097897934,0.8929092500729501,0.29609159099881566,232.09619609879365,212.60669226469827,308.5370906678164,286.34693984551274,0.54627539503386,-0.09268998695368551,0.6454849498327759,0.4985785953177257,4.832103466727421,0.0,0.6468531468531469,0.1451809060504713,1132,0.9126436781609195,0.908256880733945,,
me3,0.8,7,10000.0,60.0,0.5,300,0.5,150,150,0.74,0.5866666666666667,2.6648288409353973,26.805043047056056,1833.8794413059331,0.7837484797982073,0.40548098434004476,276.6476403480051,277.06519411862917,297.77407209437274,302.5526913708686,0.5445321307779031,-0.08906979847857999,0.6321070234113713,0.5053010033444816,4.263526513609416,0.0,0.6321428571428571,0.13047061634018153,1185,0.9220183486238532,0.8886363636363637,,
me3,0.8,8,10000.0,60.0,0.5,300,0.5,150,150,0.8,0.6066666666666667,0.6807629980204714,25.86899392477791,1714.2215449824134,0.6872741352607125,0.1725790987535954,208.4600044047687,208.48079765622072,294.3188739878935,294.7278991613793,0.5435028248587571,-0.08701120118076537,0.6488294314381271,0.5041137123745819,5.075840465517785,0.0,0.647887323943662,0.1462150831409864,1163,0.9315068493150684,0.9105504587155964,,
me3,0.8,9,10000.0,60.0,0.5,300,0.5,150,150,0.8133333333333334,0.5533333333333333,1.38796339402232,21.976087072020068,1566.9178356387572,1.1380215932302304,0.2888824044353662,236.7542385487941,254.18827027499202,285.36622629250087,300.95969831716747,0.5375,-0.07501249368858871,0.6254180602006689,0.5030769230769231,4.496064252934048,0.0,0.6258992805755396,0.12422703977286398,1130,0.8819444444444444,0.8901869158878505,,
me3,1.0,0,10000.0,60.0,0.5,300,0.5,150,150,0.9533333333333334,0.6533333333333333,0.9747288380747656,25.72201100475076,1712.436807986046,0.862895493767977,0.16652369177978504,256.53436188711703,254.2475133596539,310.65886596178063,308.5791313404948,0.5520361990950227,-0.10488679438582124,0.6421404682274248,0.5026086956521739,4.828208143960641,0.0,0.6512455516014235,0.14957331079874792,1190,0.9009216589861752,0.9080459770114943,,
me3,1.0,1,10000.0,60.0,0.5,300,0.5,150,150,0.9466666666666667,0.64,1.289589699858367,31.50283409654011,2463.2821657355344,0.9178839320963285,0.2694016447679365,295.4601419602749,283.1761000820753,338.3225906471157,326.88360770264313,0.5363636363636364,-0.0727494369718383,0.6387959866220736,0.5027424749163879,5.2015775043750345,0.0,0.6405693950177936,0.13889715421511806,1142,0.9002320185614849,0.91415313225058,,
me3,1.0,2,10000.0,60.0,0.5,300,0.5,150,150,0.9733333333333334,0.66,1.8720982445562961,23.713244431046416,1863.0522470714318,0.814251875246743,0.22947098302408211,274.2690725674796,279.3345918870747,326.79921446113724,328.9006678781032,0.5579545454545455,-0.11910136222773905,0.6655518394648829,0.501505016722408,5.855559593256418,0.0,0.6872727272727273,0.18560048647005167,1139,0.9189814814814815,0.877030162412993,,
me3,1.0,3,10000.0,60.0,0.5,300,0.5,150,150,0.9266666666666666,0.62,1.475506956718682,21.804713915953858,1985.4267884382004,1.0067114093959733,0.23443964328399375,279.47740440603286,290.6334706412181,311.7965736639841,320.1886656252921,0.5613636363636364,-0.12421383647798755,0.6254180602006689,0.5014548494983277,3.9506736236407582,0.0,0.6425992779783394,0.1409270371756638,1184,0.9285714285714286,0.9118329466357309,,
me3,1.0,4,10000.0,60.0,0.5,300,0.5,150,150,0.9733333333333334,0.64,0.3309264573710624,27.246278323550804,2044.8024993891258,0.9598876229124396,0.15487867836861127,253.45703236984195,265.0322693642528,331.5136022955121,340.6861141566986,0.5333333333333333,-0.06706039829564624,0.6722408026755853,0.500752508361204,6.076868645880328,0.0,0.6845878136200717,0.18291557281739612,1142,0.9334862385321101,0.8551724137931035,,
me3,1.0,5,10000.0,60.0,0.5,300,0.5,150,150,0.98,0.6866666666666666,1.374617592156721,32.64716781372212,2384.8312328450047,1.013953937521124,0.285591889190347,282.56198736082445,283.81938537545795,342.2557487653487,342.19336065521475,0.5507900677200903,-0.10252957976336195,0.6321070234113713,0.5004180602006689,4.327489680636593,0.0,0.6556776556776557,0.1540054148749801,1219,0.9105504587155964,0.8876146788990825,,
me3,1.0,6,10000.0,60.0,0.5,300,0.5,150,150,0.9733333333333334,0.64,0.9243118292088295,32.19686205077423,2437.962200742591,0.8724832214765101,0.23969319271332695,273.83687756435324,259.85593427630357,333.6689695490834,323.99472296423943,0.5566893424036281,-0.11401020986954039,0.6688963210702341,0.4996488294314382,5.689384094693554,0.0,0.6774193548387096,0.17574711403603405,1172,0.9170506912442397,0.9193548387096774,,
me3,1.0,7,10000.0,60.0,0.5,300,0.5,150,150,0.9733333333333334,0.5933333333333334,1.1800962347760529,25.62494681228,2085.7610722571094,1.1744966442953022,0.27325023969319273,275.612935362034,267.3470327997745,321.39827708397564,316.84248312869573,0.5548022598870056,-0.10969519677307744,0.6622073578595318,0.5024414715719063,5.455583770446446,0.0,0.6764705882352942,0.17479834743261857,1199,0.9244851258581236,0.9243119266055045,,
me3,1.0,8,10000.0,60.0,0.5,300,0.5,150,150,0.9666666666666667,0.68,0.6382153106441918,39.40979543227884,2307.8305551814706,0.7878611030055442,0.20559599205974102,261.34023416854495,271.02926455537295,323.14995321693846,325.1641204585713,0.5723981900452488,-0.14527122176533527,0.6622073578595318,0.5046321070234113,5.388743448006964,0.0,0.6900369003690037,0.18836465956632809,1203,0.9241379310344827,0.9237875288683602,,
me3,1.0,9,10000.0,60.0,0.5,300,0.5,150,150,0.9533333333333334,0.6266666666666667,1.6885066486334523,42.77550176538079,2640.6466357255526,1.1550688802543272,0.2108296145331881,313.44869080062256,351.5712969912331,345.60564115372773,379.5430597357421,0.5343855693348365,-0.06893553406351992,0.6555183946488294,0.5021571906354515,5.74116977667331,0.0,0.6814814814814815,0.17980924067880588,1210,0.9221967963386728,0.8899082568807339,,
ac,0.0,0,10000.0,60.0,0.5,300,0.5,150,150,0.11333333333333333,0.10666666666666667,0.9573229659662876,2.021015150373274,49.41133620955025,1.45413870246085,1.2655800575263663,11.169028265408997,5.247225831991983,28.53703947862084,24.457471785611006,0.5193621867881549,-0.0389885401096164,0.5083612040133779,0.5051170568561872,0.1213175550419728,0.94,0.5100671140939598,0.008394873291284188,1153,0.8758620689655172,0.8741418764302059,,
ac,0.0,1,10000.0,60.0,0.5,300,0.5,150,150,0.12,0.12666666666666668,1.1168767936273356,2.1653733753999367,70.57135928613586,0.9060402684563759,1.0325245224574082,25.296327870528955,25.54877755940447,44.31458960361317,48.72510214390968,0.5193181818181818,-0.038648434705465196,0.5183946488294314,0.5023076923076923,0.5380654287885218,0.61,0.5204081632653061,0.01873592246263056,1052,0.8541666666666666,0.8568129330254042,,
ac,0.0,2,10000.0,60.0,0.5,300,0.5,150,150,0.12,0.11333333333333333,0.6743407055863159,2.217543474139615,19.65955202939793,0.862895493767977,1.1427534917467803,14.704011945093384,19.630128330840023,31.4872584248252,38.814120537143765,0.5068181818181818,-0.013720142160509478,0.5016722408026756,0.5035117056856188,-0.06544809027561119,0.96,0.5,-0.0016722408026755842,1141,0.8790697674418605,0.8784403669724771,,
