fraction,draw,n_me3,n_ac,coloc_frac_me3,coloc_frac_ac,gcross_at_ref,gcross_peak,gcross_auc,sncr_me3_norm_at_ref,sncr_ac_norm_at_ref,ripley_Lab_at_ref,ripley_Lba_at_ref,ripley_Lab_max,ripley_Lba_max,delaunay_heterotypic_fraction,delaunay_assortativity,fr_observed_fraction,fr_null_fraction,fr_z,fr_p,mst_heterotypic_overall,mst_heterotypic_minus_chance,mesh_n_crossings,mesh_me3_crossing_fraction,mesh_ac_crossing_fraction,mesh_z,mesh_p
0.75,14,675,675,0.56,0.5466666666666666,1.0009169079501805,2.5253486214136,163.22352066122744,0.8185537126292859,0.8273634131900321,39.115462965258814,34.58585840164221,48.732021215795726,44.9671788679932,0.5245779543197616,-0.04916114643207941,0.575240919199407,0.5007783543365456,5.441304678003825,0.0,0.575240919199407,0.07487027427724247,5232,0.8972055888223552,0.9007481296758105,,
0.5,0,450,450,0.4311111111111111,0.41333333333333333,1.0780487660370195,3.008791471312359,214.09590965073787,0.7354652129109465,0.8643285926136706,45.3405186912799,42.7159399133688,55.0938017857236,52.107883651840524,0.5366218236173393,-0.07329220858659247,0.5494994438264739,0.5012235817575084,2.7699277968929064,0.01,0.5494994438264739,0.04894327030033374,3380,0.8970698722764838,0.8969924812030076,,
0.5,1,450,450,0.3933333333333333,0.3844444444444444,0.8534939079659641,3.1531858266520336,146.31794654077243,0.8426035227689034,0.7913689873600788,34.377865559470706,37.70752600619869,43.584451651438144,46.232521229829075,0.5210742260350616,-0.04221863161806623,0.5383759733036707,0.4988654060066741,2.3971275944920225,0.02,0.5378619153674833,0.037305741841343165,3327,0.8758465011286681,0.8858858858858859,,
0.5,2,450,450,0.44,0.43777777777777777,0.7761729636521283,3.4296014673001016,200.76350308397767,0.9176720255102323,0.7924012858349698,43.90999805658413,42.35611686412466,56.10764936275223,53.810673373182055,0.5186706497386109,-0.037353015776249686,0.5305895439377085,0.5025027808676307,1.6958751307275333,0.09,0.5305895439377085,0.030033370411568394,3336,0.8656156156156156,0.8842105263157894,,
0.5,3,450,450,0.42,0.4222222222222222,0.9679598878103577,2.5464790894703255,164.1647162325268,0.8463848767293419,0.8001866806874103,37.14300002417724,36.009646911261996,45.02188192037815,43.980853213336246,0.517524235645041,-0.035057680597687074,0.5828698553948832,0.4994883203559511,4.720159659231155,0.0,0.5824053452115813,0.08184917168544115,3425,0.8991723100075244,0.8844711177794449,,
0.5,4,450,450,0.4311111111111111,0.4266666666666667,0.9261905117885223,3.680547916126938,212.3656210461394,0.8146308034949461,0.7661003509835703,40.010811418504716,35.2866480712741,53.449161257939835,49.71079587811448,0.525923162998881,-0.051923744774065694,0.5506117908787542,0.49952169076751946,2.7881004429515395,0.0,0.5506117908787542,0.0500556173526141,3460,0.8805409466566492,0.8957239309827457,,
0.5,5,450,450,0.4088888888888889,0.40444444444444444,1.0020576840020956,3.173182666006636,208.99679385654818,0.7419084256500738,0.8730741854751682,41.27060327847232,34.95502469827767,51.59183219005547,44.870238027613254,0.515479298769116,-0.03097021570242429,0.5383759733036707,0.5032591768631813,1.7355749254947823,0.07,0.5378619153674833,0.037305741841343165,3419,0.8849624060150376,0.8853073463268366,,
0.5,6,450,450,0.4,0.4,0.9750511690397375,2.1332937698384558,120.33209170505685,0.8710456045429634,0.6767616467292724,33.58342897979162,41.94882635728237,42.64085688784081,48.307751947536076,0.5175504107542942,-0.03510082150858851,0.5383759733036707,0.49815350389321467,2.3547509852211834,0.01,0.5383759733036707,0.03781979977753058,3349,0.8903080390683696,0.8871331828442438,,
0.5,7,450,450,0.44222222222222224,0.4088888888888889,0.7422649511126634,2.8206068142281207,206.56290493295043,0.7878203636605392,0.8271545769783767,47.63179057243184,40.10039004965057,58.6166273144143,55.54916336642469,0.5216579536967887,-0.04331721668926731,0.5261401557285873,0.5046941045606229,1.5274923356857257,0.14,0.5261401557285873,0.025583982202447175,3359,0.886721680420105,0.8687782805429864,,
0.5,8,450,450,0.37555555555555553,0.39555555555555555,0.9804467091055702,2.694686867164365,117.3633050372702,0.8623151162126663,0.9593969504882646,27.67989033766355,26.821526953715534,33.55637330225619,33.436052620327644,0.5199552405818725,-0.039927987489635317,0.5383759733036707,0.49805339265850945,2.629798978962082,0.0,0.5383759733036707,0.03781979977753058,3418,0.8811136192626035,0.8739684921230307,,
0.5,9,450,450,0.44,0.43333333333333335,0.9278311888908293,2.4680309624496055,163.8574076754564,0.8742832772591576,0.7830734966592428,37.846009470256604,36.57162045301834,51.360927080030194,48.542642652788885,0.525,-0.05017911414218435,0.5672969966629589,0.49860956618464963,4.228058815549433,0.0,0.5672969966629589,0.06674082313681873,3414,0.8936329588014982,0.8887218045112782,,
0.5,10,450,450,0.3977777777777778,0.39555555555555555,1.1235646786191162,2.3719698770848003,124.03484612724822,0.8673628291542037,0.8124721603563474,33.312135949647825,35.249991793062804,39.375643132605006,43.235653541808006,0.5156716417910447,-0.03134845296061301,0.5450500556173526,0.49807563959955503,3.0827803999565306,0.0,0.5450500556173526,0.04449388209121252,3406,0.8830584707646177,0.9017991004497751,,
0.5,11,450,450,0.39111111111111113,0.4,0.9191310507398055,2.3508544182383484,134.33417130733991,0.8657983418649937,0.8038697104677061,33.16236946176451,40.89208381604959,40.864061235164144,46.61576273992273,0.5296752519596865,-0.05946623706480969,0.5717463848720801,0.5032591768631813,4.419259383762611,0.0,0.5717463848720801,0.07119021134593995,3484,0.8934733683420856,0.9050489826676714,,
0.5,12,450,450,0.4222222222222222,0.4222222222222222,0.8638080337419879,2.27949342237469,186.59786311535157,0.7725501113585747,0.8395620284751455,36.46424420071844,32.325846601519174,46.67270784458253,43.800641472765875,0.5194029850746269,-0.038811176932831544,0.5595105672969967,0.501301446051168,3.5760145310239886,0.0,0.5595105672969967,0.05895439377085654,3436,0.8842105263157894,0.8902255639097745,,
0.5,13,450,450,0.4266666666666667,0.4177777777777778,0.7246994823140774,2.6866907637009696,137.32826429290114,0.8518930957683741,0.7308466237154954,32.42013392704945,37.59271525670539,50.74949926591236,53.63117558824743,0.5115758028379388,-0.023153888328349914,0.5639599555061179,0.4999110122358176,3.6206481121590923,0.0,0.5639599555061179,0.06340378197997776,3425,0.8924812030075188,0.8762190547636909,,
0.5,14,450,450,0.43333333333333335,0.40444444444444444,1.1135626191655335,2.462799866725889,223.24329362738865,0.7993954820235445,0.6650072055548277,46.91251351860882,50.91527227737453,54.78945533811847,58.0974903700461,0.5244494214259052,-0.048936257669694824,0.5695216907675195,0.5020800889877642,4.153677728183377,0.0,0.5690423162583519,0.06848614273221176,3466,0.898572501878287,0.8902255639097745,,
0.35,0,315,315,0.3142857142857143,0.30793650793650795,1.10838513333165,2.9437755691711556,215.55036617178135,0.9133472763570681,0.7410459943027238,42.1321378616953,45.68711978986573,53.61107849937105,66.39184740143878,0.512273212379936,-0.024551092583417165,0.5373608903020668,0.5006677265500795,2.1442914281723535,0.02,0.5366242038216561,0.03582929126203771,2392,0.8827956989247312,0.8941684665226782,,
0.35,1,315,315,0.3111111111111111,0.3111111111111111,1.177659204164878,3.127761542244353,176.2256577407432,0.6621019108280255,0.7995680141262534,50.3729192881143,42.85793311165202,51.31001462171142,46.40489263436933,0.5253874933190807,-0.05092028728997011,0.5643879173290938,0.500302066772655,3.3668047236544014,0.0,0.5643879173290938,0.06359300476947538,2423,0.90625,0.8814655172413793,,
0.35,2,315,315,0.27936507936507937,0.2857142857142857,1.3737369915211306,2.1750835699084563,160.30818354600189,0.79600526170036,1.0192785857828945,38.75284156724325,34.78206151002115,42.21350556568359,40.295907425090775,0.5168359166221272,-0.03367655775754341,0.4960254372019078,0.5012877583465819,-0.2726074617012489,0.84,0.49522292993630573,-0.005571982623312655,2418,0.8654467168998924,0.8822894168466523,,
0.35,3,315,315,0.3238095238095238,0.3111111111111111,1.059126981898802,2.3791226785510036,145.90976990760333,0.8752274795268425,0.7848750866308043,41.554575855696726,36.86282319175609,51.70875800588357,49.1301807856579,0.5235798499464094,-0.04771606160385285,0.5596184419713831,0.49907790143084263,3.0463399353845304,0.0,0.5605095541401274,0.05971464158050899,2362,0.8856526429341963,0.8821621621621621,,
0.35,4,315,315,0.32063492063492066,0.3333333333333333,0.9789733378612973,2.8616143722099454,181.62881464854863,0.7093225246091488,0.7150906418422343,47.541920811581065,43.338692095135684,55.666236283982215,52.00324157376505,0.5272727272727272,-0.05502818069979677,0.5659777424483307,0.5000635930047695,3.3812307482463786,0.0,0.5659777424483307,0.06518282988871227,2423,0.8850698174006445,0.8833693304535637,,
0.35,5,315,315,0.31746031746031744,0.3142857142857143,0.8816187474364212,2.913174991529044,143.0646718546653,0.8702325224464738,0.8957006369426752,24.88265922532213,14.314683874484615,41.85678316979461,36.69333983187174,0.522508038585209,-0.04502358030644498,0.5103338632750397,0.5002066772655008,0.48856671318060607,0.64,0.5111464968152867,0.010351584255668289,2401,0.8768898488120951,0.88,,
0.35,6,315,315,0.30158730158730157,0.3238095238095238,0.9661483596360402,1.9768881820245128,119.65563928793897,0.7716805487506124,0.7276987558166397,43.338692095135684,43.1132916927678,56.070620594660085,54.191159534613774,0.5146823278163374,-0.02937199125225474,0.5278219395866455,0.4996661367249603,1.330421644733069,0.17,0.5278219395866455,0.027027027027027084,2307,0.8580645161290322,0.8886486486486487,,
0.35,7,315,315,0.30158730158730157,0.3047619047619048,0.6516312481051809,2.670410408901623,158.3411712346973,0.8545647558386412,0.8905276065261079,43.3081979225812,37.25847387358982,54.806322118252126,48.89020828225034,0.4981313400961025,0.0037361838588992565,0.4960254372019078,0.5008744038155803,-0.24239135429602013,0.78,0.4968152866242038,-0.003979625935414566,2427,0.8701716738197425,0.8678839957035446,,
0.35,8,315,315,0.30793650793650795,0.30158730158730157,0.9130405016368983,2.0817323437321282,76.54887988905294,0.901671974522293,0.8641892410405956,19.927086507865056,24.265637887798107,37.37749593792364,39.88949215718904,0.5213903743315508,-0.04278820375335113,0.5262321144674086,0.501383147853736,1.2112338966911815,0.22,0.5254777070063694,0.024682794446751033,2408,0.8878101402373247,0.8997844827586207,,
0.35,9,315,315,0.30793650793650795,0.33650793650793653,1.226265225691897,1.9768881820245128,130.18782582851918,0.8359872611464968,0.884528456955003,36.489373500477825,36.489373500477825,48.17417044205757,45.93484239262412,0.4959871589085072,0.008024546277192917,0.5087440381558028,0.4993799682034976,0.48871607050920185,0.62,0.5095541401273885,0.008759227567770145,2329,0.8728448275862069,0.8605405405405405,,
0.35,10,315,315,0.3238095238095238,0.28253968253968254,1.041251421022873,4.093195241262328,230.21255788544312,0.9791850790845091,0.6106341733591804,48.5167857898702,56.268638538623804,63.13401494044305,68.64247528311842,0.5200427578834848,-0.040128301781147,0.5278219395866455,0.501510333863275,1.2619719900901158,0.25,0.5278219395866455,0.027027027027027084,2407,0.8772874058127018,0.8714902807775378,,
0.35,11,315,315,0.346031746031746,0.34285714285714286,0.9455041639173213,3.4547267527748278,191.54617181895284,0.6858507734303912,0.906430857771024,40.930928989997994,41.672155488109865,50.1019700942185,50.879272236485406,0.5181623931623932,-0.036367372097801665,0.5627980922098569,0.49848966613672496,3.4379579813120804,0.0,0.5627980922098569,0.062003179650238494,2368,0.8825431034482759,0.896551724137931,,
0.35,12,315,315,0.3111111111111111,0.28888888888888886,0.6747650861436391,2.4420069784245984,158.41385859186653,0.8172010305589351,0.9268554417058986,31.492520212065017,32.48847736335176,50.25943348503924,49.23718512254172,0.5197649572649573,-0.0395539426813265,0.548489666136725,0.5009220985691574,2.2972612523950873,0.01,0.548489666136725,0.04769475357710662,2353,0.9081081081081082,0.8681081081081081,,
0.35,13,315,315,0.26666666666666666,0.2634920634920635,0.743191045873877,2.8241259743207325,152.49707792631875,0.9854814537279879,0.7703025477707007,23.89020828225034,17.076667801144026,44.076763884697584,35.55993091066205,0.5165598290598291,-0.03313410390273752,0.5294117647058824,0.50120826709062,1.2927380074930452,0.2,0.5302547770700637,0.029459864510445355,2361,0.8751345532831001,0.886117136659436,,
0.35,14,315,315,0.28253968253968254,0.2761904761904762,0.7837731885104111,1.7019074950511783,78.2091206539727,0.8444888265140883,0.7648590632367949,30.08444905066625,31.997433775543186,37.944845902052464,40.13426625658599,0.5008017103153394,-0.001604565112006432,0.5007949125596184,0.5018759936406996,-0.061559822239347736,0.98,0.5007949125596184,0.0,2360,0.8706896551724138,0.8648648648648649,,
0.2,0,180,180,0.2111111111111111,0.20555555555555555,1.170061402847685,4.042030300746548,140.91203459658027,0.6210976010515938,0.7182761372705507,43.07532119041366,67.23805270111586,56.22222875123708,76.51424871850054,0.5154929577464789,-0.032300153339436366,0.5153203342618384,0.5069637883008357,0.2976343394834832,0.84,0.5183098591549296,0.016917101494762443,1345,0.8716475095785441,0.8683206106870229,,
0.2,1,180,180,0.20555555555555555,0.2,0.9094162187296372,2.8798180259771846,148.32706329148536,0.6442039106145251,0.8109569291764281,43.929482664321256,34.98222414707709,58.70592666520079,55.96389329737772,0.512241054613936,-0.02477650063856964,0.5487465181058496,0.5016155988857939,1.819689585733044,0.06,0.5490196078431373,0.04762685018297019,1331,0.8912213740458015,0.8702290076335878,,
0.2,2,180,180,0.13333333333333333,0.14444444444444443,0.5598379917931507,2.9783381163395624,114.68201812632539,0.7441340782122905,0.8281301347354584,7.83863466407945,11.388775067655104,40.30894286692306,51.06840347476259,0.5188323917137476,-0.03766570347113886,0.5097493036211699,0.497075208913649,0.46500054238439087,0.71,0.5070422535211268,0.005649495860959641,1386,0.870722433460076,0.9066666666666666,,
0.2,3,180,180,0.20555555555555555,0.2111111111111111,0.7035444369306052,2.970520955929222,146.37617515549255,0.6703910614525139,0.9282337773957886,46.18102062722522,55.698236718680675,64.36008499025687,67.81772880397915,0.497164461247637,0.005671077504725952,0.4596100278551532,0.5033704735376044,-1.6759820065667097,0.1,0.4602272727272727,-0.0411654849328944,1367,0.8606870229007634,0.816793893129771,,
0.2,4,180,180,0.16666666666666666,0.16111111111111112,0.6667921155984093,3.519180610102716,46.672813677483646,1.005586592178771,0.9400048579062424,4.293027255246244,-2.6898695900191854,35.92534054781419,36.435381141118455,0.4887005649717514,0.022556404311067202,0.5041782729805014,0.49885793871866296,0.21693752988805443,0.82,0.504225352112676,0.002832594452508941,1328,0.8623326959847036,0.8685714285714285,,
0.2,5,180,180,0.19444444444444445,0.19444444444444445,0.783773188510411,4.680245611390741,217.32909419198546,1.229050279329609,0.6756284916201117,39.42314959596814,38.47577176900501,61.18044945124677,65.02343745797998,0.5113207547169811,-0.02267427578669307,0.5431754874651811,0.49835654596100276,1.7048411339250118,0.09,0.5498575498575499,0.048464792197382756,1384,0.8967495219885278,0.8740458015267175,,
0.2,6,180,180,0.20555555555555555,0.19444444444444445,0.8759817989234006,3.7448221903975383,156.32341419909395,0.8170391061452513,0.848463687150838,38.47577176900501,38.47577176900501,69.13391327907098,69.13391327907098,0.49858889934148637,0.002673039476013571,0.5069637883008357,0.5023955431754875,0.18094016883400182,0.88,0.5070028011204482,0.0056100434602810445,1367,0.887189292543021,0.8721374045801527,,
0.2,7,180,180,0.14444444444444443,0.1388888888888889,0.535672323082655,4.071109655428178,91.68927286026614,0.8872822872165625,0.9854748603351955,4.722025222371741,10.796727251808932,34.5131196686533,39.942332886684284,0.4952919020715631,0.009064751774811156,0.49303621169916434,0.5058217270194986,-0.4315750871259512,0.66,0.49019607843137253,-0.011196679228794582,1396,0.8690702087286527,0.8659003831417624,,
0.2,8,180,180,0.23333333333333334,0.23333333333333334,0.8957407868690411,4.680245611390741,202.98456303144104,0.6153589593929792,0.6003502042858333,48.46979821094982,62.92014822604915,71.80118017905838,82.53963581698602,0.5254237288135594,-0.051086034970219754,0.5264623955431755,0.5013927576601671,0.9206923582851392,0.33,0.5254237288135594,0.024030971153392255,1402,0.9013282732447818,0.8948374760994264,,
0.2,9,180,180,0.23333333333333334,0.21666666666666667,0.8890561541312125,6.334525098184889,307.42183228119666,0.9240525441642761,0.5094972067039106,62.501619084366325,70.645085306478,81.87474854377166,86.80561584401829,0.5089707271010387,-0.017999548785153252,0.5403899721448467,0.5022284122562675,1.5545447700404391,0.13,0.536723163841808,0.03533040618164085,1365,0.8752399232245681,0.8948374760994264,,
0.2,10,180,180,0.2,0.18888888888888888,1.1196759835863015,2.127384368813973,75.22359724328723,0.9188980928530148,0.6987974623615189,27.700708262522255,34.393693627706,35.93008361539307,42.3870511838868,0.5188679245283019,-0.03791690255687169,0.5181058495821727,0.5021727019498607,0.5707285187716712,0.56,0.5141242937853108,0.012731536125143661,1361,0.8740458015267175,0.8714011516314779,,
0.2,11,180,180,0.1388888888888889,0.14444444444444443,0.7721617338658123,2.0958675633500623,37.17817830136265,0.7628587940666538,0.936235792718166,25.635990341319086,23.616651862119397,37.331921083180305,32.83763143095658,0.4962335216572505,0.007525036906994398,0.4986072423398329,0.5013370473537604,-0.11002701490026573,0.94,0.49859943977591037,-0.0027933178842567408,1341,0.8693181818181818,0.8598848368522073,,
0.2,12,180,180,0.15555555555555556,0.14444444444444443,0.857075716932248,1.84169246316989,89.76784312297322,0.9188980928530148,0.9015603929878636,21.64105452717513,25.635990341319086,45.81620281329032,54.59820399185378,0.5093984962406015,-0.01923274055064811,0.5403899721448467,0.5033704735376044,1.2635259417763782,0.18,0.5356125356125356,0.034219777952368524,1351,0.8759541984732825,0.8652751423149905,,
0.2,13,180,180,0.18333333333333332,0.18888888888888888,1.3335842311968187,2.533810039273956,83.25066034659753,0.5970670391061452,0.778518652009371,40.62060257742428,37.11695228868223,54.2710210890736,53.63584615695024,0.4934210526315789,0.013157023041352574,0.5264623955431755,0.5006685236768802,0.955340432627257,0.37,0.5279329608938548,0.026540203233687665,1362,0.8733459357277883,0.8666666666666667,,
0.2,14,180,180,0.17777777777777778,0.15,0.7148011479214949,4.527073936836135,103.93853797320372,0.9618654359970853,1.5958222006315277,5.101328577527056,-3.6143966781503423,28.19230405352436,26.374949708754336,0.5225988700564972,-0.04535437958631699,0.479108635097493,0.5038440111420612,-1.0311143027018488,0.34,0.48169014084507045,-0.019702616815096663,1319,0.8473282442748091,0.8541266794625719,,
0.1,0,90,90,0.1111111111111111,0.13333333333333333,0.0,3.869293963107807,77.98605841914332,1.0786516853932584,1.1376404494382022,35.68850087867605,40.62060257742428,69.64901592245141,71.85068109562837,0.4990476190476191,0.0018142235123368405,0.4860335195530726,0.4960335195530727,-0.2658371421654105,0.79,0.5032258064516129,0.0004325103622273563,674,0.8521400778210116,0.8509803921568627,,
0.1,1,90,90,0.1111111111111111,0.1111111111111111,1.8614613227122263,4.080895976715265,134.8569479688912,0.5778491171749598,0.6386753400354819,90.66182547776077,81.90644976152134,96.69252419849397,84.90686192861091,0.48,0.03971779461719367,0.5586592178770949,0.5063687150837989,1.6016524840897395,0.1,0.559748427672956,0.05695513158357046,649,0.859375,0.8700787401574803,,
0.1,2,90,90,0.1,0.1111111111111111,0.0,7.970200593021363,368.84993372980864,0.7778738115816768,0.9334485738980122,4.475695928508202,4.475695928508202,91.15771846609525,91.15771846609525,0.5133079847908745,-0.02734374999999997,0.4748603351955307,0.5011731843575419,-0.7617791568228331,0.47,0.45161290322580644,-0.05118039286357906,660,0.8875968992248062,0.8671875,,
0.1,3,90,90,0.1,0.08888888888888889,1.240974215141484,3.1438013450250937,-16.876702818752264,0.9334485738980122,0.5056179775280899,2.7023245259572093,26.001313219131134,40.174029001120005,47.52890748081006,0.5152671755725191,-0.033077765607886035,0.5251396648044693,0.5012849162011174,0.68743284175257,0.56,0.5185185185185185,0.01572522242913299,668,0.9147286821705426,0.85546875,,
0.1,4,90,90,0.07777777777777778,0.07777777777777778,0.0,6.084776796822761,176.30360751562833,0.7584269662921348,1.0112359550561798,11.636654473825729,-0.17265327171989497,85.0050525854038,76.65461099740969,0.49521988527724664,0.009545745361484208,0.5307262569832403,0.5058100558659219,0.6320917119506715,0.55,0.5471698113207547,0.04437651523136921,664,0.8671875,0.8705882352941177,,
0.1,5,90,90,0.18888888888888888,0.15555555555555556,0.4379908994617003,5.54788472651487,234.62909350539542,1.0112359550561798,0.33707865168539325,55.974761638829364,70.43815073487127,103.06012214123913,113.84049587583212,0.4723809523809524,0.05523466751806812,0.5418994413407822,0.5049162011173184,1.1021649897134032,0.24,0.5369127516778524,0.03411945558846685,683,0.8269230769230769,0.8627450980392157,,
0.1,6,90,90,0.14444444444444443,0.17777777777777778,1.2949296157998096,8.20122090006546,362.54113693238355,0.33707865168539325,1.2310698583292623,100.7396662782553,90.89348944569656,111.27871457668476,102.09602339473827,0.5190839694656488,-0.03818306309456175,0.4972067039106145,0.5026256983240224,-0.14844918961856277,0.93,0.5031847133757962,0.00039141728641067797,661,0.8740157480314961,0.8599221789883269,,
0.1,7,90,90,0.08888888888888889,0.08888888888888889,0.0,3.7537926507762305,-0.7538612610796247,1.0112359550561798,1.0112359550561798,21.850681095628374,26.001313219131134,46.850681095628374,51.001313219131134,0.4933078393881453,0.013207547169811255,0.4972067039106145,0.5053072625698324,-0.20714819498206433,0.92,0.535031847133758,0.032238551044372454,642,0.86328125,0.8431372549019608,,
0.1,8,90,90,0.13333333333333333,0.1111111111111111,1.2949296157998096,4.9207325400392765,172.03435296830796,1.3651685393258428,0.5056179775280899,70.18004505405742,74.92371151253559,104.99928148246039,110.99959767003469,0.5095785440613027,-0.01939652007928929,0.48044692737430167,0.5021229050279329,-0.5914471998938806,0.57,0.49056603773584906,-0.012227258353536441,680,0.8638132295719845,0.8287937743190662,,
